sample_binID	binner	pass.MIMAG_medium	pass.MIMAG_high	pass.GUNC	pass.Polyrate	GTDBlineage	SGBtype	SGBlineage	checkM.genome_size	checkM.GC	GUNC.n_contigs	checkM.N50_contigs	checkM.coding_density	meanCov	breadth	checkM.lineage	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	checkM2.completeness	checkM2.contamination	GUNC.divergence_level	GUNC.CSS	GUNC.contamination_portion	polyrate
CMC007.B-metaspades_011	binsBC	True	False	True	True	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda infelix	kSGB_5894	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_infelix|t__SGB5894	2026294	56.9000	100	34617	91.4400	28.0360	0.9994	f__Veillonellaceae (UID1033)	87.4200	5.8100	36.3600	86.7000	7.5900	genus	0.1000	0.0300	0.0009
CMC007.B-metaspades_012	binsBC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp000467855	kSGB_2041	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_oral_taxon_278|t__SGB2041	1682553	56.3000	252	8448	86.8800	10.3107	0.9977	f__Porphyromonadaceae (UID2622)	79.8200	2.1200	71.4300	77.4500	3.5100	kingdom	0.0000	0.0000	0.0021
CMC007.B-metaspades_013	binsABC	True	False	True	True	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__	uSGB_3607	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3607|t__SGB3607	1942456	45.2000	180	15775	89.1600	34.7761	0.9995	f__Spirochaetaceae (UID2512)	81.4200	0.8100	0.0000	73.0700	0.2100	phylum	0.2900	0.0300	0.0006
CMC007.B-metaspades_014	binsC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella maculosa	kSGB_1524	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_maculosa|t__SGB1524	2786589	48.7000	294	9868	86.5700	45.1383	0.9982	g__Prevotella (UID2724)	92.1800	0.7400	85.7100	86.4800	0.7700	kingdom	0.0000	0.0000	0.0036
CMC007.B-metaspades_015	binsABC	True	True	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__F0428;s__F0428 sp003043955	kSGB_4479	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096|t__SGB4479	1858000	39.9000	92	28859	92.7300	81.0707	0.9998	o__Clostridiales (UID1226)	95.8900	0.0000	0.0000	99.7600	0.3600	genus	0.0600	0.7500	0.0000
CMC007.B-metaspades_016	binsAC	True	True	True	True	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_C;s__Treponema_C lecithinolyticum	kSGB_3587	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_lecithinolyticum|t__SGB3587	2180191	44.1000	166	18848	94.2400	10.4488	0.9984	f__Spirochaetaceae (UID2535)	95.9200	0.7000	0.0000	96.4700	0.4800	kingdom	0.0000	0.0000	0.0002
CMC007.B-metaspades_017	binsAC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Gallibacter;s__Gallibacter brachus	kSGB_3931	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy|t__SGB3931	771551	39.4000	281	3225	90.4500	5.8324	0.9942	o__Clostridiales (UID1120)	60.3400	0.7100	100.0000	54.7000	1.0400	kingdom	0.0000	0.0000	0.0014
CMC007.B-metaspades_018	binsABC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Brooklawnia;s__	uSGB_61425	k__Bacteria|p__Actinobacteria|c__CFGB23278|o__OFGB23278|f__FGB23278|g__GGB44048|s__GGB44048_SGB61425|t__SGB61425	2891296	65.6000	45	109548	89.6400	189.3000	0.9997	o__Actinomycetales (UID1530)	97.5700	0.3300	0.0000	98.9300	0.5200	phylum	0.1100	0.0300	0.0001
CMC007.B-metaspades_019	binsAB	True	True	True	True	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	kSGB_19326	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae|t__SGB19326	1787323	46.1000	114	22162	87.3100	46.9526	0.9997	c__Epsilonproteobacteria (UID3065)	96.1100	0.8700	50.0000	94.7300	0.5000	kingdom	0.0000	0.0000	0.0002
CMC007.B-metaspades_020	binsAC	True	True	True	True	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_B;s__Treponema_B denticola	kSGB_3613	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3613	2094361	38.9000	391	6909	93.2500	9.4010	0.9988	f__Spirochaetaceae (UID2512)	97.4700	0.0000	0.0000	88.4400	0.0100	kingdom	0.0000	0.0000	0.0002
CMC007.B-metaspades_021	binsC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp018127745	uSGB_2040	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1474|s__GGB1474_SGB2040|t__SGB2040	1940336	61.6000	155	18269	85.9100	8.7445	0.9984	f__Porphyromonadaceae (UID2622)	96.3100	1.1000	33.3300	94.1400	0.5200	family	0.0800	0.0200	0.0001
CMC007.B-metaspades_022	binsAC	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	uSGB_19846	k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4356|o__OFGB4356|f__FGB4356|g__GGB12790|s__GGB12790_SGB19846|t__SGB19846	714833	49.6000	86	15593	90.0900	36.7047	0.9991	k__Bacteria (UID1453)	51.6800	2.5600	0.0000	80.0300	1.6600	class	0.1000	0.0600	0.0019
CMC007.B-metaspades_023	binsAB	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000185285	kSGB_17151	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermacoccaceae|g__Kytococcus|s__Kytococcus_sedentarius|t__SGB17151	1977692	67.2000	253	10119	90.0700	25.8700	0.9980	f__Actinomycetaceae (UID1531)	91.0300	0.9500	0.0000	87.0100	0.2800	genus	0.0600	0.3500	0.0029
CMC007.B-metaspades_024	binsAC	True	True	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp015258095	uSGB_5270	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3887|s__GGB3887_SGB5270|t__SGB5270	1663241	46.3000	480	4362	90.7400	6.2621	0.9955	o__Clostridiales (UID1226)	90.9900	2.7600	75.0000	94.6800	6.9600	kingdom	0.0000	0.0000	0.0011
CMC007.B-metaspades_025	binsABC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285	uSGB_9727	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__GGB6813|s__GGB6813_SGB9727|t__SGB9727	1102109	44.7000	266	4371	89.3500	9.5376	0.9965	k__Bacteria (UID203)	56.9000	0.0000	0.0000	66.7500	1.1300	genus	0.1100	0.3400	0.0024
CMC007.B-metaspades_026	binsC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp002999235	kSGB_15876	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_897|t__SGB15876	2643768	71.7000	597	5272	84.7100	67.9413	0.9982	f__Actinomycetaceae (UID1531)	82.7900	0.4300	100.0000	80.6700	0.5400	order	0.1000	0.0300	0.0014
CMC007.B-metaspades_028	binsAC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia dentocariosa	kSGB_16988	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__SGB16988	1856454	53.9000	293	9954	85.9200	145.0048	0.9996	o__Actinomycetales (UID1530)	89.1800	0.1300	100.0000	84.0800	0.3000	kingdom	0.0000	0.0000	0.0042
CMC007.B-metaspades_029	binsAC	True	False	True	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella sp002890585	kSGB_2047	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_808|t__SGB2047	1334535	59.1000	307	3784	85.7000	62.1436	0.9973	o__Bacteroidales (UID2621)	66.7500	0.2200	0.0000	58.3800	0.1800	kingdom	0.0000	0.0000	0.0052
CMC007.B-metaspades_030	binsBC	True	False	True	True	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__AWVT01;s__AWVT01 sp916439735	uSGB_5895	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4308|s__GGB4308_SGB5895|t__SGB5895	896424	50.0000	42	25086	90.9400	35.8143	0.9992	f__Veillonellaceae (UID1032)	67.9800	1.4000	50.0000	47.6300	0.3800	genus	0.0100	0.3700	0.0031
CMC007.B-metaspades_031	binsA	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanoperiomorbaceae;g__Nanoperiomorbus;s__	uSGB_19801	k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19801|t__SGB19801	821652	50.9000	13	114270	89.6200	41.9231	0.9998	k__Bacteria (UID1453)	62.9600	1.7100	0.0000	98.3100	1.5600	family	0.0800	0.0600	0.0000
CMC007.B-metaspades_032	binsAC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium durum	kSGB_17008	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum|t__SGB17008	2357040	57.6000	227	11364	89.0600	37.2348	0.9973	o__Actinomycetales (UID1809)	89.6100	1.5800	75.0000	87.1900	0.9900	kingdom	0.0000	0.0000	0.0040
CMC007.B-metaspades_033	binsABC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria subflava	kSGB_23368	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens|t__SGB23368	1793298	49.9000	158	15819	87.2300	16.3418	0.9991	k__Bacteria (UID203)	75.8600	2.5900	100.0000	82.8500	0.2000	kingdom	0.0000	0.0000	0.0003
CMC007.B-metaspades_034	binsC	True	True	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	uSGB_41834	k__Bacteria|p__Firmicutes|c__CFGB8192|o__OFGB8192|f__FGB8192|g__GGB29111|s__GGB29111_SGB41834|t__SGB41834	2169253	48.1000	259	11114	90.8300	7.7757	0.9986	o__Clostridiales (UID1226)	95.0100	0.6900	0.0000	91.0200	0.0400	family	0.1700	0.1100	0.0001
CMC007.B-metaspades_035	binsBC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp000163695	kSGB_1341	k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_oral_taxon_274|t__SGB1341	1044214	42.9000	166	7381	88.9600	43.4127	0.9986	k__Bacteria (UID2569)	59.3000	1.0800	0.0000	56.3900	0.7700	class	0.3000	0.0500	0.0033
CMC007.B-metaspades_036	binsB	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia propionica	kSGB_15897	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium|s__Pseudopropionibacterium_propionicum|t__SGB15897	1587391	67.0000	323	5403	91.7800	211.6712	0.9996	o__Actinomycetales (UID1697)	58.1300	0.6500	50.0000	51.7000	0.4600	genus	0.0600	0.0200	0.0040
CMC007.B-metaspades_037	binsBC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	kSGB_9712	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__SGB9712	1267839	39.5000	310	4531	91.4000	9.9903	0.9969	f__Pasteurellaceae (UID4932)	72.4200	2.0600	91.6700	65.5100	1.3800	genus	0.1500	0.5800	0.0024
CMC007.B-metaspades_038	binsC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus stomatis	kSGB_748	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis|t__SGB748	1284476	38.6000	452	3463	92.1900	6.6040	0.9984	o__Clostridiales (UID1120)	89.1600	0.0200	100.0000	91.8700	0.2800	kingdom	0.0000	0.0000	0.0001
CMC007.B-metaspades_039	binsC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella micans	kSGB_1565	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_micans|t__SGB1565	2169911	46.0000	135	20052	87.4300	11.9919	0.9987	g__Prevotella (UID2722)	97.8200	0.0000	0.0000	92.8000	0.1000	kingdom	0.0000	0.0000	0.0001
CMC007.B-metaspades_040	binsBC	False	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga periodontitidis	kSGB_2498	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sp_ChDC_OS43|t__SGB2498	1630777	39.4000	250	7766	91.0900	58.6832	0.9996	k__Bacteria (UID203)	42.1600	3.4500	100.0000	52.6900	3.3000	kingdom	0.0000	0.0000	0.0020
CMC007.B-metaspades_041	binsAC	True	True	True	True	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema sp010365865	uSGB_3607	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3607|t__SGB3607	2546841	45.1000	241	17899	89.6900	61.4320	0.9994	f__Spirochaetaceae (UID2512)	93.5500	2.6700	62.5000	91.7600	2.7700	phylum	0.2700	0.0200	0.0009
CMC007.B-metaspades_042	binsABC	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10027;g__SDRW01;s__SDRW01 sp007845485	uSGB_19880	k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__GGB12793|s__GGB12793_SGB19880|t__SGB19880	593706	37.7000	50	15809	92.1700	23.9600	0.9999	k__Bacteria (UID203)	74.1400	1.7200	100.0000	80.0900	0.1900	class	0.0700	0.0400	0.0001
CMC007.B-metaspades_043	binsA	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp000160135	kSGB_7282	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078|t__SGB7282	2114991	56.4000	248	8492	86.2200	39.4173	0.9962	o__Clostridiales (UID1226)	89.3300	0.0000	0.0000	90.8200	0.2100	kingdom	0.0000	0.0000	0.0038
CMC007.B-metaspades_044	binsAB	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga leadbetteri	kSGB_2495	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_leadbetteri|t__SGB2495	1306367	40.4000	166	6682	86.8700	52.0470	0.9962	p__Bacteroidetes (UID2605)	55.4200	1.1900	100.0000	60.0000	1.3000	kingdom	0.0000	0.0000	0.0027
CMC007.B-metaspades_045	binsAC	True	False	True	True	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__CAJPQU01;s__CAJPQU01 sp905372875	uSGB_5873	k__Bacteria|p__Firmicutes|c__CFGB1714|o__OFGB1714|f__FGB1714|g__GGB4300|s__GGB4300_SGB5873|t__SGB5873	1779724	55.7000	54	47292	89.5600	13.5778	0.9993	p__Firmicutes (UID1022)	83.9700	0.6300	100.0000	80.6800	0.3200	class	0.1100	0.0400	0.0004
CMC007.B-metaspades_046	binsAC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia aeria	kSGB_16987	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria|t__SGB16987	1770161	57.8000	367	6298	85.9700	14.6265	0.9981	o__Actinomycetales (UID1530)	70.2500	1.5000	75.0000	66.0600	0.3000	kingdom	0.0000	0.0000	0.0040
CMC007.B-metaspades_047	binsC	True	True	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__Stomatobaculum longum	kSGB_5265	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum|t__SGB5265	2096500	55.7000	171	19830	90.2900	15.5801	0.9983	o__Clostridiales (UID1226)	95.5700	1.9000	0.0000	98.1000	0.7900	kingdom	0.0000	0.0000	0.0020
CMC007.B-metaspades_048	binsBC	True	False	True	True	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A	kSGB_6939	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6939	1360078	38.8000	148	8858	86.7700	80.9547	0.9965	o__Selenomonadales (UID1024)	83.4500	0.0000	0.0000	68.8700	0.0400	kingdom	0.0000	0.0000	0.0030
CMC007.B-metaspades_049	binsC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nigrescens	kSGB_1561	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens|t__SGB1561	3059760	43.0000	123	47888	86.3700	185.0943	0.9998	g__Prevotella (UID2724)	99.5400	0.3400	0.0000	99.9500	0.3300	kingdom	0.0000	0.0000	0.0003
