sample_binID	binner	pass.MIMAG_medium	pass.MIMAG_high	pass.GUNC	pass.Polyrate	GTDBlineage	SGBtype	SGBlineage	checkM.genome_size	checkM.GC	GUNC.n_contigs	checkM.N50_contigs	checkM.coding_density	meanCov	breadth	checkM.lineage	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	checkM2.completeness	checkM2.contamination	GUNC.divergence_level	GUNC.CSS	GUNC.contamination_portion	polyrate
CMC001.B-metaspades_011	binsB	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga ochracea	kSGB_2497	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_ochracea|t__SGB2497	1764299	39.7000	335	5809	87.5900	56.6725	0.9988	k__Bacteria (UID203)	64.8900	4.0800	85.7100	69.0400	1.2200	kingdom	0.0000	0.0000	0.0027
CMC001.B-metaspades_012	binsBC	True	True	True	True	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A curvus	kSGB_19334	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_curvus|t__SGB19334	1552637	45.6000	253	7448	93.1100	7.8130	0.9983	c__Epsilonproteobacteria (UID3065)	90.8800	0.7400	0.0000	87.2200	0.0500	kingdom	0.0000	0.0000	0.0001
CMC001.B-metaspades_013	binsC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia dentocariosa	kSGB_16988	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__SGB16988	2477958	53.9000	114	67751	85.6700	74.4096	0.9982	o__Actinomycetales (UID1530)	97.6800	2.2100	100.0000	100.0000	1.9200	kingdom	0.0000	0.0000	0.0011
CMC001.B-metaspades_016	binsB	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella conceptionensis	kSGB_1458	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_conceptionensis|t__SGB1458	2770744	47.2000	267	19464	79.1500	103.9925	0.9989	g__Prevotella (UID2724)	72.7200	1.0100	66.6700	75.5100	0.0300	kingdom	0.0000	0.0000	0.0024
CMC001.B-metaspades_017	binsA	True	False	True	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__F0058 sp905372605	uSGB_1343	k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_unclassified_SGB1343|t__SGB1343	1288084	45.0000	401	3625	90.7900	57.6703	0.9989	k__Bacteria (UID2569)	77.8800	0.0000	0.0000	78.2500	0.0100	class	0.2100	0.0400	0.0083
CMC001.B-metaspades_018	binsABC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285	uSGB_9727	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__GGB6813|s__GGB6813_SGB9727|t__SGB9727	1265622	44.8000	278	5128	89.7300	11.1547	0.9968	k__Bacteria (UID203)	56.9500	0.0000	0.0000	74.3600	2.8800	genus	0.0900	0.3500	0.0026
CMC001.B-metaspades_019	binsB	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SDRK01;g__SDRK01;s__SDRK01 sp007845205	uSGB_19820	k__Bacteria|p__Firmicutes|c__CFGB4352|o__OFGB4352|f__FGB4352|g__GGB12782|s__GGB12782_SGB19820|t__SGB19820	707573	34.1000	71	14565	89.8400	38.6141	0.9990	k__Bacteria (UID1452)	66.8200	0.0000	0.0000	95.0300	0.0500	class	0.3000	0.0600	0.0000
CMC001.B-metaspades_020	binsB	True	False	True	True	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	kSGB_6001	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__SGB6001	1201705	27.4000	461	2594	93.5400	57.8755	0.9991	k__Bacteria (UID2329)	51.7200	1.5000	100.0000	55.9400	0.9100	phylum	0.3000	0.0300	0.0036
CMC001.B-metaspades_021	binsB	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10027;g__SDRW01;s__SDRW01 sp007845485	uSGB_19880	k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__GGB12793|s__GGB12793_SGB19880|t__SGB19880	624820	37.2000	39	13412	87.6200	308.6308	0.9974	k__Bacteria (UID1453)	58.2600	0.8500	0.0000	85.9900	0.0700	kingdom	0.0000	0.0000	0.0045
CMC001.B-metaspades_022	binsAC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__F0428;s__F0428 sp003043955	kSGB_4479	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096|t__SGB4479	1465048	40.6000	433	4237	94.7600	5.7838	0.9966	o__Clostridiales (UID1226)	81.8600	0.0000	0.0000	83.3500	2.4600	class	0.2400	0.0200	0.0002
CMC001.B-metaspades_024	binsB	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia cardiffensis	kSGB_17147	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_cardiffensis|t__SGB17147	1365432	61.9000	392	3572	87.4600	9.0013	0.9957	f__Actinomycetaceae (UID1531)	69.6300	2.4100	33.3300	67.9600	2.9000	genus	0.1400	0.0300	0.0041
CMC001.B-metaspades_025	binsBC	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp943736975	uSGB_8099	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB8099|t__SGB8099	1714407	39.9000	270	9762	90.4800	22.9233	0.9988	k__Bacteria (UID203)	53.7600	8.6200	100.0000	73.5200	7.4600	kingdom	0.0000	0.0000	0.0017
CMC001.B-metaspades_026	binsB	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolytica_A	kSGB_17161	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_odontolytica|t__SGB17161	1728300	65.8000	328	5544	89.2700	36.0427	0.9976	f__Actinomycetaceae (UID1531)	79.7400	0.6300	50.0000	81.2700	0.4700	genus	0.2100	0.1300	0.0040
CMC001.B-metaspades_027	binsBC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	uSGB_4475	k__Bacteria|p__Firmicutes|c__CFGB1394|o__OFGB1394|f__FGB1394|g__GGB3387|s__GGB3387_SGB4475|t__SGB4475	1756937	37.8000	500	3741	93.0300	8.0676	0.9979	k__Bacteria (UID203)	53.1300	8.9300	25.0000	69.5400	18.5600	genus	0.4400	0.3600	0.0021
CMC001.B-metaspades_028	binsABC	True	False	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum saburreum	kSGB_4481	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum|t__SGB4481	1813362	37.3000	229	9184	91.0000	46.8039	0.9982	o__Clostridiales (UID1226)	86.9900	0.1100	100.0000	79.3700	0.5600	genus	0.3200	0.1300	0.0030
CMC001.B-metaspades_029	binsBC	True	False	True	True	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__HOT-345;s__	uSGB_6890	k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB6890|t__SGB6890	885014	36.1000	116	9742	88.7600	12.2415	0.9978	k__Bacteria (UID2329)	68.3800	1.1200	0.0000	90.4500	3.8500	phylum	0.1000	0.1800	0.0017
CMC001.B-metaspades_030	binsC	True	False	True	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella serpentiformis	kSGB_2048	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_HOT_286|t__SGB2048	2602429	58.0000	887	3350	86.9000	310.8883	0.9996	o__Bacteroidales (UID2621)	84.8000	3.8500	71.4300	84.9100	7.7100	kingdom	0.0000	0.0000	0.0112
CMC001.B-metaspades_031	binsBC	False	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CAJPTX01;g__Bacteroides_D;s__Bacteroides_D sp905373625	uSGB_1314	k__Bacteria|p__Firmicutes|c__CFGB494|o__OFGB494|f__FGB494|g__GGB1021|s__GGB1021_SGB1314|t__SGB1314	1014892	46.7000	209	5190	91.3200	5.8435	0.9977	p__Bacteroidetes (UID2605)	48.2700	0.4800	100.0000	50.5600	0.0600	genus	0.2000	0.2000	0.0002
CMC001.B-metaspades_032	binsAB	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria elongata	kSGB_9447	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata|t__SGB9447	1767798	55.2000	190	15360	85.2500	40.9226	0.9997	f__Neisseriaceae (UID3890)	81.7200	1.8100	40.0000	79.1100	1.1000	genus	0.2200	0.0300	0.0018
CMC001.B-metaspades_033	binsC	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp002999235	kSGB_15876	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_897|t__SGB15876	2757606	71.6000	635	4674	84.3800	355.1074	0.9978	f__Actinomycetaceae (UID1531)	87.3600	1.3800	40.0000	86.1500	0.5800	order	0.1300	0.0300	0.0034
CMC001.B-metaspades_034	binsBC	False	False	True	False	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Lautropia;s__Lautropia mirabilis	kSGB_13165	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis|t__SGB13165	1496221	65.7000	439	3178	87.4900	25.7968	0.9974	p__Proteobacteria (UID3887)	49.2900	0.0000	0.0000	58.0100	0.4400	kingdom	0.0000	0.0000	0.0061
CMC001.B-metaspades_035	binsBC	True	False	True	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria subflava	kSGB_23368	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens|t__SGB23368	1555208	49.1000	123	26217	86.7400	268.1805	0.9993	k__Bacteria (UID203)	70.6900	0.0000	0.0000	74.0800	0.0900	kingdom	0.0000	0.0000	0.0017
CMC001.B-metaspades_036	binsB	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp000466165	kSGB_15892	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183|t__SGB15892	1264201	67.4000	381	3371	87.5600	12.3068	0.9970	p__Actinobacteria (UID1454)	52.9600	1.2500	0.0000	58.1300	1.0500	genus	0.2600	0.0400	0.0019
CMC001.B-metaspades_037	binsB	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella micans	kSGB_1565	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_micans|t__SGB1565	1862622	46.2000	183	13554	87.8200	10.3033	0.9986	g__Prevotella (UID2722)	90.3000	0.3600	100.0000	82.5200	0.0700	kingdom	0.0000	0.0000	0.0004
CMC001.B-metaspades_038	binsC	True	False	True	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia defectiva	kSGB_8235	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva|t__SGB8235	965018	47.9000	521	1951	91.7200	5.4106	0.9912	o__Lactobacillales (UID355)	52.5700	1.8900	60.0000	58.7000	2.8800	kingdom	0.0000	0.0000	0.0032
CMC001.B-metaspades_039	binsABC	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosynbacteraceae;g__Nanosynbacter;s__	uSGB_19906	k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19906|t__SGB19906	648337	50.0000	17	64143	92.7800	37.5882	0.9999	k__Bacteria (UID1452)	58.0900	0.0000	0.0000	85.3300	0.4600	class	0.1000	0.0700	0.0006
CMC001.B-metaspades_040	binsAC	True	False	True	True	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__HOT-345;s__HOT-345 sp003260355	kSGB_6893	k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__SR1_bacterium_human_oral_taxon_HOT_345|t__SGB6893	1078755	38.3000	58	25364	85.8100	35.1136	0.9992	k__Bacteria (UID2329)	72.4700	2.2500	0.0000	93.4000	2.1700	phylum	0.1000	0.2100	0.0033
CMC001.B-metaspades_041	binsA	False	False	False	True	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__Leptotrichia_A sp905371725	uSGB_6069	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_SGB6069|t__SGB6069	621380	32.5000	268	2453	92.2100	28.9472	0.9979	k__Bacteria (UID203)	39.7300	3.4500	100.0000	29.2600	0.0700	phylum	0.6600	0.0300	0.0048
CMC001.B-metaspades_042	binsABC	True	False	True	True	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	uSGB_19846	k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4356|o__OFGB4356|f__FGB4356|g__GGB12790|s__GGB12790_SGB19846|t__SGB19846	603547	49.5000	49	18916	89.8200	144.3551	0.9990	k__Bacteria (UID1452)	50.4600	0.9300	0.0000	73.8900	2.4100	genus	0.0700	0.4900	0.0020
CMC001.B-metaspades_043	binsAC	True	False	True	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intermedia	kSGB_1560	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia|t__SGB1560	1101260	45.3000	484	2497	87.8600	20.7531	0.9981	g__Prevotella (UID2724)	61.6700	1.9400	60.0000	56.6900	2.1300	kingdom	0.0000	0.0000	0.0067
CMC001.B-metaspades_044	binsABC	True	True	True	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	kSGB_7282	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078|t__SGB7282	1988702	48.2000	151	17510	90.5000	13.4106	0.9987	o__Clostridiales (UID1226)	95.5300	1.1700	66.6700	90.8500	0.4400	family	0.1600	0.1100	0.0007
CMC001.B-metaspades_045	binsC	True	True	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	kSGB_17007	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii|t__SGB17007	3001619	56.7000	78	105444	86.9100	1149.9038	0.9996	o__Actinomycetales (UID1812)	99.4500	0.0000	0.0000	99.9900	0.3500	kingdom	0.0000	0.0000	0.0013
CMC001.B-metaspades_046	binsAC	True	False	True	True	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda noxia	kSGB_5884	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_noxia|t__SGB5884	1647304	57.0000	70	38630	91.7400	108.2071	0.9999	f__Veillonellaceae (UID1033)	70.2400	0.3900	66.6700	78.1700	0.0600	kingdom	0.0000	0.0000	0.0022
CMC001.B-metaspades_047	binsBC	True	True	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CAJPTX01;g__Bacteroides_D;s__Bacteroides_D sp905373475	uSGB_1315	k__Bacteria|p__Bacteroidetes|c__CFGB494|o__OFGB494|f__FGB494|g__GGB1022|s__GGB1022_SGB1315|t__SGB1315	2440088	46.7000	131	30836	90.5300	9.6908	0.9989	p__Bacteroidetes (UID2605)	95.7100	1.2700	60.0000	96.5900	1.0400	genus	0.1100	0.2300	0.0001
CMC001.B-metaspades_048	binsAC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp018127745	uSGB_2040	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1474|s__GGB1474_SGB2040|t__SGB2040	2072241	61.5000	49	82109	85.6600	31.7980	0.9996	f__Porphyromonadaceae (UID2622)	96.9200	5.7500	81.4800	98.8200	5.8000	family	0.0800	0.0200	0.0007
CMC001.B-metaspades_049	binsBC	True	False	True	True	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__	uSGB_3586	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3586|t__SGB3586	2020786	50.7000	203	13186	89.7900	20.4798	0.9996	f__Spirochaetaceae (UID2535)	73.1800	0.7000	100.0000	65.9400	2.7300	phylum	0.0800	0.0300	0.0030
CMC001.B-metaspades_050	binsAB	True	False	True	True	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia hongkongensis	kSGB_17148	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_hongkongensis|t__SGB17148	1276672	70.4000	390	3538	89.0900	44.8583	0.9982	f__Actinomycetaceae (UID1531)	52.5800	0.4700	0.0000	49.5200	0.2500	genus	0.2600	0.0600	0.0012
CMC001.B-metaspades_051	binsAC	True	False	True	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CAJPTX01;g__Bacteroides_D;s__	uSGB_1318	k__Bacteria|p__Bacteroidetes|c__CFGB495|o__OFGB495|f__FGB495|g__GGB1024|s__GGB1024_SGB1318|t__SGB1318	1235438	53.2000	253	5694	91.7900	6.3221	0.9969	k__Bacteria (UID203)	59.4800	0.0000	0.0000	51.7000	0.1000	phylum	0.1500	0.0500	0.0011
