ERS8392720	107376164	23281918
ERS8392721	25853228	4917989
ERS8392723	75388365	14890310
ERS8392730	201626187	30376424
ERS8392735	41994846	11525103
ERS8392740	48250560	9985509
ERS8392741	73580134	12947173
ERS8392742	190234207	40274793
ERS8392749	46669329	17698327
ERS8392751	185441098	44278014
ERS8392752	29420626	6937945
ERS8392755	314168189	86376948
ERS8392758	71159390	24164078
ERS8392759	37396551	10876039
ERS8392760	97652393	27512040
ERS8392764	70108048	14444447
ERS8392770	44840839	7953433
ERS8392773	56800408	18010999
ERS8392784	44465861	13142289
ERS8392787	46789030	18094753
ERS8392792	98342408	26500772
ERS8392793	45183580	6935794
ERS8392796	136794373	44504690
ERS8392797	31866916	6179687
ERS8392798	73984089	18150476
ERS8392802	33997579	10175321
ERS8392807	33534809	10814289
ERS8392809	121380088	26772733
ERS8392817	24260445	8581402
ERS8392824	36262371	10053432
ERS8392825	109185794	22974535
ERS8392830	46266277	7285858
ERS8392834	27898937	8425074
ERS8392839	37386093	7031501
ERS8392840	70617315	10768408
ERS8392842	46229027	13138610
ERS8392846	32345908	6477549
ERS8392851	102514839	24528107
ERS8392855	64153974	11386377
ERS8392859	33848014	9440016
ERS8392862	34345977	9291893
ERS8392867	36676307	7627562
ERS8392868	69678146	15668923
ERS8392870	27979736	7114143
ERS8392875	36495817	12106591
ERS8392877	77842935	18598192
ERS8392881	29825909	8406323
ERS8392882	59796386	16137663
ERS8392887	49829060	10403507
ERS8392890	41194372	8716976
ERS8392891	57271065	8377209
ERS8392892	29886847	5088997
ERS8392898	57644666	14062542
ERS8392900	41647785	4991291
ERS8392903	33677981	6427651
ERS8392908	51388372	8766820
ERS8392909	42254545	19592357
ERS8392910	33387753	20732441
ERS8392911	34630985	13924761
ERS8392912	46065301	11959631
ERS8392913	37382364	11672476
ERS8392920	28880071	4735082
ERS8392921	70281992	19779872
ERS8392922	40373651	12932773
ERS8392924	47517560	10295928
ERS8392926	35922173	18845084
ERS8392927	48268961	3759855
ERS8392928	35486389	5043730
ERS8392929	45467097	7470816
ERS8392932	112628854	11817610
ERS8392935	59155597	12439389
ERS8392939	37656289	11403552
ERS8392940	36472989	12319787
ERS8392944	109952085	16357454
ERS8392949	36383060	6112288
ERS8392956	22083990	9298576
ERS8392960	28360897	8626308
ERS8392965	39776965	7704330
ERS8392970	37343481	6969511
ERS8392974	66700262	92336312
ERS8392976	30929945	8707534
ERS8392994	24971882	6978078
ERS8393002	29309130	5260998
ERS8393006	28891684	7792537
ERS8393010	60526780	11735384
ERS8393012	48672744	14238519
ERS8393016	54212003	16264999
ERS8393027	79764420	23123735
ERS8393037	53511973	19854741
ERS8393040	111568008	30777760
ERS8393043	58634702	10597697
ERS8393044	50125185	10477645
ERS8393047	45628071	13755179
ERS8393058	41605016	9625289
ERS8393059	123917498	31234196
ERS8393064	125928700	31035200
ERS8393068	177242998	43816546
ERS8393073	51820986	15008470
ERS8393077	26963683	4187852
ERS8393082	27960605	5623735
ERS8393086	41148159	7090340
ERS8393089	39809517	7905302
ERS8393091	21891478	7733043
ERS8393095	28136136	6458472
ERS8393097	45653162	6005806
ERS8393101	36285397	6415446
ERS8393113	117796285	44459898
ERS8393117	75944269	11788276
ERS8393118	84338815	19361257
ERS8393127	44947918	10300740
ERS8393137	35380321	11030201
ERS8393140	71095458	20371632
ERS8393143	57936555	13384331
ERS8393154	52059984	11755874
ERS8393155	76410079	22163257
ERS8393162	85096305	9779122
ERS8393166	35528486	3928005
ERS8393168	24318985	8692763
ERS8393178	22336822	7988307
ERS8393180	26936123	7012635
ERS8393189	39938532	9651669
ERS8393193	31866366	6936679
ERS8393198	43957860	8341728
ERS8393201	26569463	9274065
ERS8393202	35247318	8679452
ERS8393204	27021542	5751068
ERS8393206	127565437	44734842
ERS8393209	29594505	6528316
ERS8393221	64589311	15816715
ERS8393227	51237315	12425778
ERS8393229	33742289	7911608
ERS8393231	27758320	5036383
ERS8393235	56456830	7196524
ERS8393237	36616756	11857396
ERS8393240	47893255	6022397
ERS8393258	47277100	17400967
ERS8393259	64873291	17606013
ERS8393260	42049129	3941010
ERS8393263	28022393	3721915
ERS8393275	70001164	12087763
ERS8393276	113455428	31935023
ERS8393281	30267803	6690496
ERS8393286	37797988	6086452
ERS8393288	111474173	38085803
ERS8393292	88311717	20993997
ERS8393302	34469348	10662292
ERS8393304	30406032	8717244
ERS8393307	101628562	18060513
ERS8393308	42409465	8225757
ERS8393309	34189485	9591631
ERS8393310	42720649	7061136
ERS8393314	46253875	10571254
ERS8393319	22918920	4905733
ERS8393323	39796410	12365950
ERS8393327	37794450	10563276
ERS8393331	60950441	9266234
ERS8393334	36725367	10816946
ERS8393344	54515111	17774786
ERS8393349	113489480	13565505
ERS8393352	57843932	13329637
ERS8393361	24950101	5210150
ERS8393366	32142007	6015333
ERS8393369	43562966	12428492
ERS8393370	42955865	6882080
ERS8393375	29575103	7619644
ERS8393382	31132905	4553005
ERS8393383	59146688	16713224
ERS8393384	83387545	18207664
ERS8393386	64293201	16145991
ERS8393397	51730379	11715088
ERS8393403	48552956	11961593
ERS8393404	24614917	7252002
ERS8393414	36803972	7563869
ERS8393421	40384381	11246777
ERS8393423	43944110	12070940
ERS8393434	43693881	5210234
ERS8393436	41619761	14903903
ERS8393437	49201078	7652054
ERS8393443	51415511	15311518
ERS8393448	38947807	5689291
ERS8393452	52054400	9090799
ERS8393458	98958819	22179441
ERS8393467	54765363	12694222
ERS8393469	40131634	7411602
ERS8393484	28489287	5224244
ERS8393488	38074730	20200467
ERS8393491	23560365	8359012
ERS8393493	25989649	8459843
ERS8393496	38074385	10796798
ERS8393501	27555425	4953885
ERS8393505	51869210	10078283
ERS8393512	29669159	13875518
ERS8393513	35389068	6937343
ERS8393517	56243423	14147179
ERS8393521	42988138	6889917
ERS8393522	27162898	9300133
ERS8393525	91809603	18440420
ERS8393533	30361777	5052667
ERS8393537	42742149	9494853
ERS8393540	52838797	10161305
ERS8393546	42782082	8622950
ERS8393547	22718970	9377641
ERS8393550	31818454	6896018
ERS8393560	34145695	7583528
ERS8393562	44923517	8132668
ERS8393567	34440240	12597751
ERS8393569	43702483	9459251
ERS8393571	90270333	38599878
ERS8393573	35965083	6682839
ERS8393584	53999309	10649760
ERS8393586	45446660	11448204
ERS8393589	119596552	46923513
ERS8393590	49791555	11397886
ERS8393602	33792295	8687006
ERS8393605	32635105	8526989
ERS8393608	50596509	18608923
ERS8393610	81696482	10144951
ERS8393619	30653694	3840978
ERS8393631	38606442	10189006
ERS8393635	35555811	9127939
