Contig	MAG
NODE_2540_length_10645_cov_8.961961	CMC005.B-metaspades_019
NODE_2711_length_10110_cov_8.693412	CMC005.B-metaspades_019
NODE_2879_length_9714_cov_7.816955	CMC005.B-metaspades_019
NODE_2979_length_9465_cov_6.828611	CMC005.B-metaspades_019
NODE_3207_length_8966_cov_8.277647	CMC005.B-metaspades_019
NODE_3394_length_8609_cov_7.794069	CMC005.B-metaspades_019
NODE_4128_length_7516_cov_8.048797	CMC005.B-metaspades_019
NODE_4211_length_7402_cov_7.695017	CMC005.B-metaspades_019
NODE_4455_length_7103_cov_8.256903	CMC005.B-metaspades_019
NODE_4542_length_7003_cov_8.639908	CMC005.B-metaspades_019
NODE_5326_length_6280_cov_7.408190	CMC005.B-metaspades_019
NODE_5343_length_6263_cov_7.527158	CMC005.B-metaspades_019
NODE_5778_length_5904_cov_7.766261	CMC005.B-metaspades_019
NODE_6903_length_5217_cov_8.406031	CMC005.B-metaspades_019
NODE_7064_length_5132_cov_8.633828	CMC005.B-metaspades_019
NODE_7663_length_4860_cov_7.827932	CMC005.B-metaspades_019
NODE_10746_length_3787_cov_9.880435	CMC005.B-metaspades_019
NODE_11256_length_3660_cov_9.704996	CMC005.B-metaspades_019
NODE_12449_length_3396_cov_7.492618	CMC005.B-metaspades_019
NODE_13476_length_3213_cov_7.670918	CMC005.B-metaspades_019
NODE_16388_length_2795_cov_7.772259	CMC005.B-metaspades_019
NODE_18408_length_2574_cov_8.685623	CMC005.B-metaspades_019
NODE_19436_length_2477_cov_7.929167	CMC005.B-metaspades_019
NODE_29482_length_1845_cov_8.167986	CMC005.B-metaspades_019
NODE_36990_length_1576_cov_7.722482	CMC005.B-metaspades_019
NODE_119_length_84446_cov_7.378954	CMC006.B-metaspades_029
NODE_233_length_60897_cov_7.358616	CMC006.B-metaspades_029
NODE_244_length_60252_cov_6.701172	CMC006.B-metaspades_029
NODE_338_length_50209_cov_7.054616	CMC006.B-metaspades_029
NODE_344_length_49962_cov_6.814994	CMC006.B-metaspades_029
NODE_353_length_49273_cov_7.265164	CMC006.B-metaspades_029
NODE_378_length_47354_cov_7.248239	CMC006.B-metaspades_029
NODE_381_length_47254_cov_7.067109	CMC006.B-metaspades_029
NODE_468_length_41549_cov_7.298708	CMC006.B-metaspades_029
NODE_693_length_34139_cov_7.419324	CMC006.B-metaspades_029
NODE_772_length_31868_cov_6.835614	CMC006.B-metaspades_029
NODE_776_length_31812_cov_6.921695	CMC006.B-metaspades_029
NODE_780_length_31721_cov_7.087852	CMC006.B-metaspades_029
NODE_786_length_31608_cov_6.828550	CMC006.B-metaspades_029
NODE_896_length_29589_cov_6.422133	CMC006.B-metaspades_029
NODE_916_length_29297_cov_6.711499	CMC006.B-metaspades_029
NODE_986_length_27985_cov_7.467608	CMC006.B-metaspades_029
NODE_992_length_27854_cov_6.789646	CMC006.B-metaspades_029
NODE_997_length_27796_cov_7.320538	CMC006.B-metaspades_029
NODE_1001_length_27676_cov_6.664626	CMC006.B-metaspades_029
NODE_1055_length_26803_cov_7.641548	CMC006.B-metaspades_029
NODE_1171_length_25328_cov_7.137658	CMC006.B-metaspades_029
NODE_1240_length_24304_cov_7.028687	CMC006.B-metaspades_029
NODE_1370_length_23052_cov_6.956039	CMC006.B-metaspades_029
NODE_1646_length_20442_cov_6.741714	CMC006.B-metaspades_029
NODE_1919_length_18612_cov_6.747397	CMC006.B-metaspades_029
NODE_2075_length_17641_cov_7.052095	CMC006.B-metaspades_029
NODE_2366_length_16156_cov_6.967908	CMC006.B-metaspades_029
NODE_2585_length_15223_cov_6.823452	CMC006.B-metaspades_029
NODE_2889_length_14035_cov_7.058318	CMC006.B-metaspades_029
NODE_2891_length_14028_cov_6.955702	CMC006.B-metaspades_029
NODE_3164_length_13069_cov_7.340902	CMC006.B-metaspades_029
NODE_3244_length_12835_cov_6.713513	CMC006.B-metaspades_029
NODE_3645_length_11743_cov_7.857449	CMC006.B-metaspades_029
NODE_3861_length_11194_cov_6.809211	CMC006.B-metaspades_029
NODE_3876_length_11148_cov_6.438172	CMC006.B-metaspades_029
NODE_3905_length_11094_cov_6.767269	CMC006.B-metaspades_029
NODE_3976_length_10949_cov_6.979121	CMC006.B-metaspades_029
NODE_4025_length_10861_cov_6.843565	CMC006.B-metaspades_029
NODE_4084_length_10748_cov_6.564427	CMC006.B-metaspades_029
NODE_4157_length_10606_cov_7.648495	CMC006.B-metaspades_029
NODE_5007_length_9135_cov_7.298189	CMC006.B-metaspades_029
NODE_5121_length_8986_cov_6.891346	CMC006.B-metaspades_029
NODE_5278_length_8803_cov_7.403278	CMC006.B-metaspades_029
NODE_5397_length_8651_cov_7.787031	CMC006.B-metaspades_029
NODE_5561_length_8418_cov_6.780842	CMC006.B-metaspades_029
NODE_5672_length_8285_cov_7.455531	CMC006.B-metaspades_029
NODE_5836_length_8113_cov_6.570806	CMC006.B-metaspades_029
NODE_6172_length_7774_cov_7.138366	CMC006.B-metaspades_029
NODE_6980_length_7094_cov_5.951404	CMC006.B-metaspades_029
NODE_7042_length_7041_cov_8.602096	CMC006.B-metaspades_029
NODE_7052_length_7031_cov_6.908973	CMC006.B-metaspades_029
NODE_7448_length_6747_cov_6.703898	CMC006.B-metaspades_029
NODE_8308_length_6258_cov_7.331500	CMC006.B-metaspades_029
NODE_8701_length_6059_cov_7.793714	CMC006.B-metaspades_029
NODE_8794_length_6009_cov_7.689312	CMC006.B-metaspades_029
NODE_8846_length_5985_cov_5.597326	CMC006.B-metaspades_029
NODE_9016_length_5911_cov_6.618101	CMC006.B-metaspades_029
NODE_9443_length_5722_cov_6.711780	CMC006.B-metaspades_029
NODE_9477_length_5711_cov_6.888534	CMC006.B-metaspades_029
NODE_9524_length_5693_cov_6.371795	CMC006.B-metaspades_029
NODE_10404_length_5344_cov_7.919119	CMC006.B-metaspades_029
NODE_10921_length_5170_cov_7.113096	CMC006.B-metaspades_029
NODE_11270_length_5051_cov_6.437073	CMC006.B-metaspades_029
NODE_12167_length_4777_cov_6.894894	CMC006.B-metaspades_029
NODE_12585_length_4667_cov_7.312200	CMC006.B-metaspades_029
NODE_15465_length_4007_cov_7.585242	CMC006.B-metaspades_029
NODE_16002_length_3910_cov_6.059223	CMC006.B-metaspades_029
NODE_18223_length_3557_cov_7.788506	CMC006.B-metaspades_029
NODE_19752_length_3349_cov_6.456907	CMC006.B-metaspades_029
NODE_28205_length_2566_cov_6.521093	CMC006.B-metaspades_029
NODE_28882_length_2520_cov_5.259517	CMC006.B-metaspades_029
NODE_40606_length_1939_cov_6.975295	CMC006.B-metaspades_029
NODE_42209_length_1878_cov_6.403109	CMC006.B-metaspades_029
NODE_47807_length_1706_cov_5.484960	CMC006.B-metaspades_029
NODE_52379_length_1589_cov_7.941799	CMC006.B-metaspades_029
NODE_56534_length_1497_cov_5.581690	CMC006.B-metaspades_029
NODE_71846_length_1237_cov_4.687931	CMC006.B-metaspades_029
NODE_78461_length_1153_cov_6.436803	CMC006.B-metaspades_029
NODE_144_length_59354_cov_7.548611	CMC010.B-metaspades_061
NODE_218_length_49263_cov_7.257045	CMC010.B-metaspades_061
NODE_260_length_46004_cov_7.607094	CMC010.B-metaspades_061
NODE_287_length_44399_cov_7.140043	CMC010.B-metaspades_061
NODE_314_length_42804_cov_6.781216	CMC010.B-metaspades_061
NODE_370_length_39787_cov_7.195518	CMC010.B-metaspades_061
NODE_431_length_37266_cov_7.236737	CMC010.B-metaspades_061
NODE_473_length_35087_cov_7.248443	CMC010.B-metaspades_061
NODE_478_length_35035_cov_7.127982	CMC010.B-metaspades_061
NODE_504_length_34139_cov_7.158975	CMC010.B-metaspades_061
NODE_629_length_30794_cov_6.708500	CMC010.B-metaspades_061
NODE_839_length_26563_cov_6.563770	CMC010.B-metaspades_061
NODE_854_length_26327_cov_7.256229	CMC010.B-metaspades_061
NODE_874_length_25971_cov_7.141345	CMC010.B-metaspades_061
NODE_1171_length_22307_cov_7.145614	CMC010.B-metaspades_061
NODE_1257_length_21359_cov_7.021051	CMC010.B-metaspades_061
NODE_1323_length_20713_cov_6.669800	CMC010.B-metaspades_061
NODE_1326_length_20668_cov_6.765140	CMC010.B-metaspades_061
NODE_1439_length_19800_cov_7.415708	CMC010.B-metaspades_061
NODE_1442_length_19770_cov_6.613873	CMC010.B-metaspades_061
NODE_1447_length_19751_cov_7.059927	CMC010.B-metaspades_061
NODE_1627_length_18413_cov_6.566209	CMC010.B-metaspades_061
NODE_1635_length_18363_cov_6.791808	CMC010.B-metaspades_061
NODE_1663_length_18160_cov_6.999558	CMC010.B-metaspades_061
NODE_1737_length_17663_cov_6.486467	CMC010.B-metaspades_061
NODE_1954_length_16511_cov_7.128514	CMC010.B-metaspades_061
NODE_1992_length_16342_cov_7.109192	CMC010.B-metaspades_061
NODE_2063_length_16025_cov_7.043015	CMC010.B-metaspades_061
NODE_2133_length_15664_cov_7.021685	CMC010.B-metaspades_061
NODE_2168_length_15556_cov_6.913883	CMC010.B-metaspades_061
NODE_2254_length_15208_cov_6.909656	CMC010.B-metaspades_061
NODE_2311_length_15001_cov_7.036853	CMC010.B-metaspades_061
NODE_2486_length_14342_cov_7.600421	CMC010.B-metaspades_061
NODE_2569_length_14093_cov_6.878211	CMC010.B-metaspades_061
NODE_2681_length_13760_cov_7.540159	CMC010.B-metaspades_061
NODE_2882_length_13157_cov_6.457951	CMC010.B-metaspades_061
NODE_2985_length_12891_cov_6.665912	CMC010.B-metaspades_061
NODE_3288_length_12178_cov_6.745062	CMC010.B-metaspades_061
NODE_3337_length_12066_cov_6.225290	CMC010.B-metaspades_061
NODE_3636_length_11414_cov_7.524566	CMC010.B-metaspades_061
NODE_4031_length_10672_cov_6.801793	CMC010.B-metaspades_061
NODE_4544_length_9947_cov_7.113880	CMC010.B-metaspades_061
NODE_4561_length_9928_cov_7.305147	CMC010.B-metaspades_061
NODE_4783_length_9648_cov_6.646327	CMC010.B-metaspades_061
NODE_5251_length_9052_cov_6.823510	CMC010.B-metaspades_061
NODE_5258_length_9045_cov_6.458631	CMC010.B-metaspades_061
NODE_5349_length_8931_cov_6.327761	CMC010.B-metaspades_061
NODE_5586_length_8693_cov_5.858055	CMC010.B-metaspades_061
NODE_5602_length_8680_cov_7.302104	CMC010.B-metaspades_061
NODE_5674_length_8610_cov_6.664596	CMC010.B-metaspades_061
NODE_5718_length_8580_cov_6.621898	CMC010.B-metaspades_061
NODE_5939_length_8362_cov_6.961617	CMC010.B-metaspades_061
NODE_6538_length_7871_cov_6.405697	CMC010.B-metaspades_061
NODE_6684_length_7741_cov_6.886743	CMC010.B-metaspades_061
NODE_7408_length_7271_cov_6.807339	CMC010.B-metaspades_061
NODE_7911_length_6995_cov_6.527465	CMC010.B-metaspades_061
NODE_8523_length_6674_cov_7.205093	CMC010.B-metaspades_061
NODE_8579_length_6642_cov_7.307235	CMC010.B-metaspades_061
NODE_8653_length_6611_cov_6.824916	CMC010.B-metaspades_061
NODE_9212_length_6347_cov_7.251356	CMC010.B-metaspades_061
NODE_9595_length_6196_cov_5.970583	CMC010.B-metaspades_061
NODE_10971_length_5721_cov_6.975372	CMC010.B-metaspades_061
NODE_12644_length_5235_cov_7.028306	CMC010.B-metaspades_061
NODE_14380_length_4840_cov_6.137308	CMC010.B-metaspades_061
NODE_14916_length_4733_cov_6.377792	CMC010.B-metaspades_061
NODE_20919_length_3804_cov_5.628119	CMC010.B-metaspades_061
NODE_21055_length_3787_cov_8.014234	CMC010.B-metaspades_061
NODE_21610_length_3721_cov_6.270033	CMC010.B-metaspades_061
NODE_21685_length_3713_cov_6.246975	CMC010.B-metaspades_061
NODE_22396_length_3641_cov_7.473625	CMC010.B-metaspades_061
NODE_23120_length_3565_cov_5.976491	CMC010.B-metaspades_061
NODE_24797_length_3403_cov_7.338244	CMC010.B-metaspades_061
NODE_30516_length_2949_cov_6.644499	CMC010.B-metaspades_061
NODE_31314_length_2894_cov_7.162584	CMC010.B-metaspades_061
NODE_31467_length_2884_cov_5.827930	CMC010.B-metaspades_061
NODE_31633_length_2873_cov_6.258941	CMC010.B-metaspades_061
NODE_33136_length_2779_cov_6.740192	CMC010.B-metaspades_061
NODE_34783_length_2682_cov_7.170825	CMC010.B-metaspades_061
NODE_35352_length_2653_cov_6.322205	CMC010.B-metaspades_061
NODE_36082_length_2614_cov_7.396137	CMC010.B-metaspades_061
NODE_38631_length_2492_cov_5.871636	CMC010.B-metaspades_061
NODE_43349_length_2293_cov_7.504513	CMC010.B-metaspades_061
NODE_47324_length_2150_cov_6.187168	CMC010.B-metaspades_061
NODE_49858_length_2067_cov_6.727136	CMC010.B-metaspades_061
NODE_61693_length_1759_cov_7.010107	CMC010.B-metaspades_061
NODE_29_length_156000_cov_22.507064	CMC011.B-metaspades_030
NODE_46_length_131083_cov_22.769308	CMC011.B-metaspades_030
NODE_59_length_122149_cov_25.762517	CMC011.B-metaspades_030
NODE_77_length_110722_cov_26.031551	CMC011.B-metaspades_030
NODE_79_length_110128_cov_27.626619	CMC011.B-metaspades_030
NODE_154_length_79729_cov_26.073344	CMC011.B-metaspades_030
NODE_163_length_75830_cov_25.734796	CMC011.B-metaspades_030
NODE_275_length_56020_cov_25.469585	CMC011.B-metaspades_030
NODE_412_length_45720_cov_23.170431	CMC011.B-metaspades_030
NODE_520_length_40482_cov_26.121817	CMC011.B-metaspades_030
NODE_551_length_39018_cov_24.013996	CMC011.B-metaspades_030
NODE_612_length_37133_cov_26.053864	CMC011.B-metaspades_030
NODE_642_length_36270_cov_21.431575	CMC011.B-metaspades_030
NODE_772_length_32877_cov_21.620762	CMC011.B-metaspades_030
NODE_902_length_29941_cov_25.043631	CMC011.B-metaspades_030
NODE_972_length_28427_cov_23.478166	CMC011.B-metaspades_030
NODE_984_length_28264_cov_20.897612	CMC011.B-metaspades_030
NODE_1282_length_24051_cov_22.105781	CMC011.B-metaspades_030
NODE_1383_length_23125_cov_23.584216	CMC011.B-metaspades_030
NODE_1776_length_20139_cov_22.439139	CMC011.B-metaspades_030
NODE_1817_length_19874_cov_24.179118	CMC011.B-metaspades_030
NODE_1922_length_19122_cov_24.462589	CMC011.B-metaspades_030
NODE_2308_length_17195_cov_22.424349	CMC011.B-metaspades_030
NODE_2488_length_16475_cov_24.541103	CMC011.B-metaspades_030
NODE_4237_length_11668_cov_26.260720	CMC011.B-metaspades_030
NODE_4394_length_11420_cov_22.797937	CMC011.B-metaspades_030
NODE_6320_length_8991_cov_24.318937	CMC011.B-metaspades_030
NODE_7426_length_8075_cov_22.279570	CMC011.B-metaspades_030
NODE_9172_length_7057_cov_27.852722	CMC011.B-metaspades_030
NODE_12019_length_5888_cov_17.129066	CMC011.B-metaspades_030
NODE_14434_length_5209_cov_23.327358	CMC011.B-metaspades_030
NODE_14808_length_5118_cov_23.829399	CMC011.B-metaspades_030
NODE_17710_length_4540_cov_21.175667	CMC011.B-metaspades_030
NODE_22153_length_3903_cov_26.863317	CMC011.B-metaspades_030
NODE_24658_length_3633_cov_24.260124	CMC011.B-metaspades_030
NODE_42037_length_2507_cov_24.242798	CMC011.B-metaspades_030
NODE_51161_length_2176_cov_25.641734	CMC011.B-metaspades_030
NODE_56836_length_2016_cov_20.260444	CMC011.B-metaspades_030
NODE_1_length_482254_cov_63.383341	CMC012.B-metaspades_064
NODE_18_length_172419_cov_55.306809	CMC012.B-metaspades_064
NODE_42_length_125379_cov_60.733779	CMC012.B-metaspades_064
NODE_100_length_85322_cov_56.891888	CMC012.B-metaspades_064
NODE_107_length_82923_cov_60.055404	CMC012.B-metaspades_064
NODE_114_length_80752_cov_55.648007	CMC012.B-metaspades_064
NODE_144_length_71711_cov_57.481252	CMC012.B-metaspades_064
NODE_309_length_50553_cov_55.865936	CMC012.B-metaspades_064
NODE_311_length_50244_cov_57.065521	CMC012.B-metaspades_064
NODE_446_length_41445_cov_58.476093	CMC012.B-metaspades_064
NODE_467_length_40418_cov_57.809425	CMC012.B-metaspades_064
NODE_901_length_28313_cov_52.245290	CMC012.B-metaspades_064
NODE_906_length_28203_cov_66.787883	CMC012.B-metaspades_064
NODE_2708_length_14797_cov_65.312704	CMC012.B-metaspades_064
NODE_4055_length_11352_cov_57.381286	CMC012.B-metaspades_064
NODE_4526_length_10546_cov_55.645238	CMC012.B-metaspades_064
NODE_6105_length_8652_cov_53.003382	CMC012.B-metaspades_064
NODE_6398_length_8413_cov_71.360245	CMC012.B-metaspades_064
NODE_13422_length_5203_cov_64.760437	CMC012.B-metaspades_064
NODE_19192_length_4128_cov_60.485312	CMC012.B-metaspades_064
NODE_24738_length_3485_cov_65.458040	CMC012.B-metaspades_064
NODE_35594_length_2731_cov_61.085908	CMC012.B-metaspades_064
NODE_9_length_249841_cov_12.274103	CMC016.B-metaspades_037
NODE_22_length_198761_cov_11.962156	CMC016.B-metaspades_037
NODE_70_length_138130_cov_10.766988	CMC016.B-metaspades_037
NODE_260_length_72803_cov_11.895911	CMC016.B-metaspades_037
NODE_289_length_68644_cov_10.566059	CMC016.B-metaspades_037
NODE_305_length_67184_cov_10.993935	CMC016.B-metaspades_037
NODE_652_length_45732_cov_11.589530	CMC016.B-metaspades_037
NODE_824_length_40450_cov_11.254279	CMC016.B-metaspades_037
NODE_965_length_36449_cov_11.209942	CMC016.B-metaspades_037
NODE_989_length_36014_cov_12.582575	CMC016.B-metaspades_037
NODE_1083_length_33831_cov_11.194258	CMC016.B-metaspades_037
NODE_1148_length_32752_cov_12.000214	CMC016.B-metaspades_037
NODE_1435_length_28203_cov_12.577366	CMC016.B-metaspades_037
NODE_1540_length_26782_cov_10.344692	CMC016.B-metaspades_037
NODE_1837_length_23736_cov_10.418699	CMC016.B-metaspades_037
NODE_1875_length_23456_cov_10.534240	CMC016.B-metaspades_037
NODE_1993_length_22614_cov_12.468208	CMC016.B-metaspades_037
NODE_3057_length_16997_cov_12.808865	CMC016.B-metaspades_037
NODE_3159_length_16594_cov_11.043047	CMC016.B-metaspades_037
NODE_4769_length_12511_cov_9.889094	CMC016.B-metaspades_037
NODE_5005_length_12129_cov_9.983654	CMC016.B-metaspades_037
NODE_5580_length_11296_cov_10.993671	CMC016.B-metaspades_037
NODE_5701_length_11107_cov_11.600907	CMC016.B-metaspades_037
NODE_9636_length_7548_cov_9.913131	CMC016.B-metaspades_037
NODE_9902_length_7381_cov_9.541210	CMC016.B-metaspades_037
NODE_10061_length_7311_cov_10.504285	CMC016.B-metaspades_037
NODE_14119_length_5662_cov_13.338944	CMC016.B-metaspades_037
NODE_19810_length_4394_cov_9.432940	CMC016.B-metaspades_037
NODE_21050_length_4199_cov_11.814653	CMC016.B-metaspades_037
NODE_21517_length_4128_cov_9.493212	CMC016.B-metaspades_037
NODE_22688_length_3968_cov_11.302750	CMC016.B-metaspades_037
NODE_25752_length_3592_cov_12.889616	CMC016.B-metaspades_037
NODE_34238_length_2858_cov_13.460626	CMC016.B-metaspades_037
NODE_36952_length_2690_cov_11.459625	CMC016.B-metaspades_037
NODE_8_length_207808_cov_11.175761	CMC017.B-metaspades_061
NODE_38_length_100686_cov_11.101273	CMC017.B-metaspades_061
NODE_60_length_85706_cov_10.288769	CMC017.B-metaspades_061
NODE_69_length_82016_cov_10.863423	CMC017.B-metaspades_061
NODE_81_length_77387_cov_11.212935	CMC017.B-metaspades_061
NODE_95_length_73065_cov_10.018428	CMC017.B-metaspades_061
NODE_112_length_67735_cov_10.161311	CMC017.B-metaspades_061
NODE_155_length_59204_cov_10.186480	CMC017.B-metaspades_061
NODE_181_length_55138_cov_10.343001	CMC017.B-metaspades_061
NODE_277_length_45877_cov_9.720830	CMC017.B-metaspades_061
NODE_363_length_39810_cov_10.218634	CMC017.B-metaspades_061
NODE_402_length_38412_cov_10.442676	CMC017.B-metaspades_061
NODE_482_length_35833_cov_9.713251	CMC017.B-metaspades_061
NODE_565_length_33087_cov_10.629385	CMC017.B-metaspades_061
NODE_581_length_32494_cov_9.766511	CMC017.B-metaspades_061
NODE_661_length_30878_cov_10.289374	CMC017.B-metaspades_061
NODE_754_length_29111_cov_10.631122	CMC017.B-metaspades_061
NODE_838_length_27617_cov_10.043210	CMC017.B-metaspades_061
NODE_1197_length_23058_cov_10.463296	CMC017.B-metaspades_061
NODE_1914_length_17945_cov_11.285538	CMC017.B-metaspades_061
NODE_2875_length_14380_cov_10.253304	CMC017.B-metaspades_061
NODE_2981_length_14099_cov_10.599487	CMC017.B-metaspades_061
NODE_4437_length_11323_cov_9.927441	CMC017.B-metaspades_061
NODE_4520_length_11199_cov_10.571570	CMC017.B-metaspades_061
NODE_4726_length_10900_cov_9.677077	CMC017.B-metaspades_061
NODE_4957_length_10629_cov_10.091357	CMC017.B-metaspades_061
NODE_5151_length_10440_cov_10.632539	CMC017.B-metaspades_061
NODE_6962_length_8725_cov_10.740865	CMC017.B-metaspades_061
NODE_9632_length_7216_cov_10.717327	CMC017.B-metaspades_061
NODE_11920_length_6334_cov_8.835704	CMC017.B-metaspades_061
NODE_19923_length_4591_cov_10.166593	CMC017.B-metaspades_061
NODE_27791_length_3690_cov_8.794631	CMC017.B-metaspades_061
NODE_45004_length_2650_cov_11.750874	CMC017.B-metaspades_061
NODE_1_length_353504_cov_144.456912	CMC018.B-metaspades_113
NODE_5_length_283584_cov_117.865347	CMC018.B-metaspades_113
NODE_57_length_136859_cov_127.027116	CMC018.B-metaspades_113
NODE_61_length_135136_cov_136.702145	CMC018.B-metaspades_113
NODE_105_length_111890_cov_128.971130	CMC018.B-metaspades_113
NODE_156_length_97737_cov_142.260414	CMC018.B-metaspades_113
NODE_330_length_70448_cov_120.659874	CMC018.B-metaspades_113
NODE_349_length_67548_cov_143.773888	CMC018.B-metaspades_113
NODE_414_length_62483_cov_129.767554	CMC018.B-metaspades_113
NODE_974_length_38929_cov_119.995959	CMC018.B-metaspades_113
NODE_1114_length_35679_cov_131.752570	CMC018.B-metaspades_113
NODE_3705_length_16953_cov_131.829699	CMC018.B-metaspades_113
NODE_8594_length_9392_cov_125.000215	CMC018.B-metaspades_113
NODE_11527_length_7590_cov_120.871556	CMC018.B-metaspades_113
NODE_16687_length_5769_cov_144.137737	CMC018.B-metaspades_113
NODE_18170_length_5432_cov_119.029318	CMC018.B-metaspades_113
NODE_30103_length_3787_cov_150.140010	CMC018.B-metaspades_113
NODE_7_length_334962_cov_152.733643	CMC022.B-metaspades_079
NODE_26_length_184416_cov_137.269428	CMC022.B-metaspades_079
NODE_27_length_181034_cov_147.287599	CMC022.B-metaspades_079
NODE_55_length_141659_cov_143.440141	CMC022.B-metaspades_079
NODE_88_length_119578_cov_153.577158	CMC022.B-metaspades_079
NODE_185_length_86470_cov_142.209936	CMC022.B-metaspades_079
NODE_454_length_56650_cov_141.971488	CMC022.B-metaspades_079
NODE_707_length_45010_cov_136.043799	CMC022.B-metaspades_079
NODE_759_length_43108_cov_136.120634	CMC022.B-metaspades_079
NODE_908_length_38997_cov_142.650462	CMC022.B-metaspades_079
NODE_1517_length_28185_cov_142.802405	CMC022.B-metaspades_079
NODE_1545_length_27910_cov_134.803938	CMC022.B-metaspades_079
NODE_1585_length_27392_cov_144.930002	CMC022.B-metaspades_079
NODE_1981_length_23656_cov_137.164172	CMC022.B-metaspades_079
NODE_4453_length_13074_cov_131.803262	CMC022.B-metaspades_079
NODE_5917_length_10532_cov_147.925777	CMC022.B-metaspades_079
NODE_7719_length_8668_cov_130.343033	CMC022.B-metaspades_079
NODE_10806_length_6774_cov_135.405704	CMC022.B-metaspades_079
NODE_9_length_284016_cov_53.544318	CMC023.A-metaspades_063
NODE_22_length_214000_cov_51.976403	CMC023.A-metaspades_063
NODE_51_length_136901_cov_49.165066	CMC023.A-metaspades_063
NODE_76_length_115669_cov_48.337385	CMC023.A-metaspades_063
NODE_79_length_113815_cov_52.588590	CMC023.A-metaspades_063
NODE_296_length_63793_cov_47.239202	CMC023.A-metaspades_063
NODE_327_length_60507_cov_49.020768	CMC023.A-metaspades_063
NODE_439_length_52959_cov_47.463882	CMC023.A-metaspades_063
NODE_446_length_52375_cov_51.843397	CMC023.A-metaspades_063
NODE_636_length_42939_cov_50.071089	CMC023.A-metaspades_063
NODE_700_length_40960_cov_50.592422	CMC023.A-metaspades_063
NODE_735_length_39864_cov_51.180335	CMC023.A-metaspades_063
NODE_819_length_37710_cov_51.698748	CMC023.A-metaspades_063
NODE_847_length_36997_cov_53.058776	CMC023.A-metaspades_063
NODE_961_length_34395_cov_46.657119	CMC023.A-metaspades_063
NODE_1432_length_26854_cov_47.570116	CMC023.A-metaspades_063
NODE_1884_length_22866_cov_49.515205	CMC023.A-metaspades_063
NODE_2311_length_19886_cov_51.353324	CMC023.A-metaspades_063
NODE_2938_length_16757_cov_49.849820	CMC023.A-metaspades_063
NODE_3104_length_16153_cov_51.529734	CMC023.A-metaspades_063
NODE_4100_length_13487_cov_52.263013	CMC023.A-metaspades_063
NODE_4754_length_12231_cov_48.967007	CMC023.A-metaspades_063
NODE_10005_length_7318_cov_47.717580	CMC023.A-metaspades_063
NODE_16_length_167961_cov_36.770979	CMC024.B-metaspades_044
NODE_24_length_155492_cov_39.512627	CMC024.B-metaspades_044
NODE_62_length_121794_cov_39.903933	CMC024.B-metaspades_044
NODE_119_length_88592_cov_38.156064	CMC024.B-metaspades_044
NODE_135_length_82584_cov_41.005478	CMC024.B-metaspades_044
NODE_139_length_81078_cov_41.670881	CMC024.B-metaspades_044
NODE_249_length_59973_cov_38.113831	CMC024.B-metaspades_044
