phage_comp_76_cycle_1|phables|cmc|CMC037.B	phage_comp_76_cycle_1|phables|cmc|CMC037.B,phage_comp_76_cycle_2|phables|cmc|CMC037.B
NODE_5_length_259723_cov_82.196313|genomad|cmc|CMC007.B	NODE_5_length_259723_cov_82.196313|genomad|cmc|CMC007.B
phage_comp_23_cycle_1|phables|cmc|CMC013.B	phage_comp_23_cycle_1|phables|cmc|CMC013.B,NODE_4_length_258844_cov_60.223417|genomad|cmc|CMC013.B
NODE_4_length_252838_cov_45.680085|genomad|cmc|CMC009.A	NODE_4_length_252838_cov_45.680085|genomad|cmc|CMC009.A,NODE_25_length_119320_cov_417.647157|genomad|cmc|CMC009.B
NODE_9_length_249351_cov_10.721872|genomad|cmc|CMC046.B	NODE_9_length_249351_cov_10.721872|genomad|cmc|CMC046.B
NODE_3_length_247057_cov_130.7|genomad|anc_calc|SRS15300800	NODE_3_length_247057_cov_130.7|genomad|anc_calc|SRS15300800
NODE_15_length_238545_cov_99.795379|genomad|mod_calc|ERS3395764	NODE_15_length_238545_cov_99.795379|genomad|mod_calc|ERS3395764
NODE_1_length_237809_cov_160.1|genomad|anc_calc|ERS11702729	NODE_1_length_237809_cov_160.1|genomad|anc_calc|ERS11702729
NODE_11_length_237249_cov_35.673570|genomad|cmc|CMC018.B	NODE_11_length_237249_cov_35.673570|genomad|cmc|CMC018.B
NODE_20_length_228941_cov_56.036633|genomad|cmc|CMC035.B	NODE_20_length_228941_cov_56.036633|genomad|cmc|CMC035.B
NODE_14_length_226272_cov_123.459975|genomad|cmc|CMC037.B	NODE_14_length_226272_cov_123.459975|genomad|cmc|CMC037.B
NODE_1_length_224497_cov_216.7|genomad|anc_calc|ERS2985748	NODE_1_length_224497_cov_216.7|genomad|anc_calc|ERS2985748,NODE_13_length_77927_cov_288.1|genomad|anc_calc|ERS2985780
NODE_6_length_223762_cov_212.445099|genomad|cmc|CMC009.A	NODE_6_length_223762_cov_212.445099|genomad|cmc|CMC009.A
NODE_13_length_223572_cov_44.200738|genomad|cmc|CMC032.B	NODE_13_length_223572_cov_44.200738|genomad|cmc|CMC032.B
NODE_13_length_223377_cov_28.391155|genomad|cmc|CMC016.B	NODE_13_length_223377_cov_28.391155|genomad|cmc|CMC016.B,NODE_30_length_108766_cov_9.044834|genomad|cmc|CMC027.B
phage_comp_164_cycle_1|phables|anc_calc|SRS3078181	phage_comp_164_cycle_1|phables|anc_calc|SRS3078181
NODE_14_length_212836_cov_66.550228|genomad|cmc|CMC040.B	NODE_14_length_212836_cov_66.550228|genomad|cmc|CMC040.B
NODE_15_length_211902_cov_22.566756|genomad|cmc|CMC040.B	NODE_15_length_211902_cov_22.566756|genomad|cmc|CMC040.B
NODE_18_length_208590_cov_28.880079|genomad|cmc|CMC016.B	NODE_18_length_208590_cov_28.880079|genomad|cmc|CMC016.B
NODE_7_length_208588_cov_21.794524|genomad|cmc|CMC017.B	NODE_7_length_208588_cov_21.794524|genomad|cmc|CMC017.B
NODE_13_length_208496_cov_159.1|genomad|anc_calc|ERS6955174	NODE_13_length_208496_cov_159.1|genomad|anc_calc|ERS6955174
NODE_6_length_205338_cov_76.497927|genomad|cmc|CMC010.B	NODE_6_length_205338_cov_76.497927|genomad|cmc|CMC010.B
NODE_4_length_201682_cov_12.071422|genomad|cmc|CMC021.B	NODE_4_length_201682_cov_12.071422|genomad|cmc|CMC021.B,NODE_71_length_137906_cov_11.287617|genomad|cmc|CMC016.B,NODE_6_length_179074_cov_8.864741|genomad|cmc|CMC020.B
NODE_13_length_198574_cov_27.191741|genomad|cmc|CMC028.B	NODE_13_length_198574_cov_27.191741|genomad|cmc|CMC028.B
NODE_9_length_197399_cov_46.414424|genomad|cmc|CMC012.B	NODE_9_length_197399_cov_46.414424|genomad|cmc|CMC012.B
NODE_9_length_193140_cov_18.728436|genomad|cmc|CMC008.B	NODE_9_length_193140_cov_18.728436|genomad|cmc|CMC008.B
NODE_7_length_192987_cov_45.373469|genomad|cmc|CMC009.A	NODE_7_length_192987_cov_45.373469|genomad|cmc|CMC009.A
NODE_11_length_190625_cov_9.532370|genomad|cmc|CMC043.B	NODE_11_length_190625_cov_9.532370|genomad|cmc|CMC043.B
NODE_4_length_190539_cov_329.3|genomad|anc_calc|ERS6955179	NODE_4_length_190539_cov_329.3|genomad|anc_calc|ERS6955179
NODE_6_length_188668_cov_300.0|genomad|anc_calc|SRS473746	NODE_6_length_188668_cov_300.0|genomad|anc_calc|SRS473746
NODE_12_length_183291_cov_15.486753|genomad|cmc|CMC042.B	NODE_12_length_183291_cov_15.486753|genomad|cmc|CMC042.B
NODE_4_length_181018_cov_25.739333|genomad|mod_calc|ERS3774492	NODE_4_length_181018_cov_25.739333|genomad|mod_calc|ERS3774492,NODE_431_length_16212_cov_81.6|genomad|anc_calc|ERSX0003001
NODE_9_length_180143_cov_51.502366|genomad|cmc|CMC025.B	NODE_9_length_180143_cov_51.502366|genomad|cmc|CMC025.B
NODE_13_length_179393_cov_12.436765|genomad|cmc|CMC034.B	NODE_13_length_179393_cov_12.436765|genomad|cmc|CMC034.B
NODE_29_length_176528_cov_28.334319|genomad|cmc|CMC022.B	NODE_29_length_176528_cov_28.334319|genomad|cmc|CMC022.B
NODE_30_length_174972_cov_24.718563|genomad|cmc|CMC022.B	NODE_30_length_174972_cov_24.718563|genomad|cmc|CMC022.B
phage_comp_108_cycle_1|phables|cmc|CMC006.B	phage_comp_108_cycle_1|phables|cmc|CMC006.B,NODE_21_length_174880_cov_63.118310|genomad|cmc|CMC006.B
NODE_33_length_173612_cov_177.620048|genomad|cmc|CMC018.B	NODE_33_length_173612_cov_177.620048|genomad|cmc|CMC018.B
NODE_3_length_172738_cov_202.878674|genomad|mod_calc|ERS3774487	NODE_3_length_172738_cov_202.878674|genomad|mod_calc|ERS3774487
NODE_11_length_166660_cov_33.7|genomad|anc_calc|ERS6955165	NODE_11_length_166660_cov_33.7|genomad|anc_calc|ERS6955165
NODE_32_length_166654_cov_48.183657|genomad|cmc|CMC038.A	NODE_32_length_166654_cov_48.183657|genomad|cmc|CMC038.A
NODE_21_length_166166_cov_59.716188|genomad|cmc|CMC034.B	NODE_21_length_166166_cov_59.716188|genomad|cmc|CMC034.B
NODE_29_length_163729_cov_531.638978|genomad|cmc|CMC038.B	NODE_29_length_163729_cov_531.638978|genomad|cmc|CMC038.B,NODE_9060_length_7010_cov_17.573056|genomad|cmc|CMC038.A
NODE_24_length_157990_cov_36.883471|genomad|mod_calc|ERS3395764	NODE_24_length_157990_cov_36.883471|genomad|mod_calc|ERS3395764
NODE_13_length_156868_cov_29.370315|genomad|cmc|CMC009.B	NODE_13_length_156868_cov_29.370315|genomad|cmc|CMC009.B
NODE_12_length_156799_cov_97.585387|genomad|cmc|CMC020.B	NODE_12_length_156799_cov_97.585387|genomad|cmc|CMC020.B
NODE_25_length_155811_cov_29.218469|genomad|cmc|CMC033.B	NODE_25_length_155811_cov_29.218469|genomad|cmc|CMC033.B
phage_comp_169_cycle_1|phables|anc_calc|ERS6955177	phage_comp_169_cycle_1|phables|anc_calc|ERS6955177
NODE_28_length_152883_cov_313.574100|genomad|cmc|CMC033.B	NODE_28_length_152883_cov_313.574100|genomad|cmc|CMC033.B
NODE_17_length_149832_cov_156.628787|genomad|cmc|CMC017.B	NODE_17_length_149832_cov_156.628787|genomad|cmc|CMC017.B
NODE_8_length_148625_cov_9.823592|genomad|cmc|CMC027.B	NODE_8_length_148625_cov_9.823592|genomad|cmc|CMC027.B
NODE_17_length_146133_cov_21.818214|genomad|cmc|CMC029.B	NODE_17_length_146133_cov_21.818214|genomad|cmc|CMC029.B,NODE_12_length_143520_cov_190.025250|genomad|cmc|CMC027.B
NODE_2_length_144295_cov_201.3|genomad|anc_calc|SRS15300789	NODE_2_length_144295_cov_201.3|genomad|anc_calc|SRS15300789
NODE_24_length_143665_cov_56.973863|genomad|cmc|CMC030.B	NODE_24_length_143665_cov_56.973863|genomad|cmc|CMC030.B
NODE_21_length_142601_cov_17.355112|genomad|cmc|CMC025.B	NODE_21_length_142601_cov_17.355112|genomad|cmc|CMC025.B
NODE_13_length_142069_cov_79.341340|genomad|mod_calc|ERS3395769	NODE_13_length_142069_cov_79.341340|genomad|mod_calc|ERS3395769
NODE_19_length_141831_cov_14.607172|genomad|cmc|CMC046.B	NODE_19_length_141831_cov_14.607172|genomad|cmc|CMC046.B,NODE_9_length_139004_cov_41.964600|genomad|cmc|CMC021.B,NODE_12_length_139296_cov_39.147501|genomad|cmc|CMC005.B
NODE_2_length_138658_cov_79.6|genomad|anc_calc|ERS2985761	NODE_2_length_138658_cov_79.6|genomad|anc_calc|ERS2985761
NODE_56_length_137976_cov_268.833465|genomad|cmc|CMC018.B	NODE_56_length_137976_cov_268.833465|genomad|cmc|CMC018.B
NODE_41_length_137969_cov_41.233995|genomad|cmc|CMC032.B	NODE_41_length_137969_cov_41.233995|genomad|cmc|CMC032.B
NODE_18_length_137793_cov_404.6|genomad|anc_calc|SRS473746	NODE_18_length_137793_cov_404.6|genomad|anc_calc|SRS473746
NODE_36_length_136569_cov_69.926897|genomad|cmc|CMC033.B	NODE_36_length_136569_cov_69.926897|genomad|cmc|CMC033.B
NODE_14_length_136216_cov_37.172992|genomad|cmc|CMC027.B	NODE_14_length_136216_cov_37.172992|genomad|cmc|CMC027.B
NODE_39_length_135134_cov_366.226541|genomad|cmc|CMC028.B	NODE_39_length_135134_cov_366.226541|genomad|cmc|CMC028.B
NODE_21_length_134548_cov_34.987655|genomad|cmc|CMC001.B	NODE_21_length_134548_cov_34.987655|genomad|cmc|CMC001.B
NODE_4_length_133869_cov_54.7|genomad|anc_calc|ERS2985767	NODE_4_length_133869_cov_54.7|genomad|anc_calc|ERS2985767
NODE_36_length_133668_cov_24.957594|genomad|cmc|CMC043.B	NODE_36_length_133668_cov_24.957594|genomad|cmc|CMC043.B
NODE_2_length_132896_cov_682.1|genomad|anc_calc|SRS6212663	NODE_2_length_132896_cov_682.1|genomad|anc_calc|SRS6212663
phage_comp_97_cycle_1|phables|anc_calc|ERS3774379	phage_comp_97_cycle_1|phables|anc_calc|ERS3774379
NODE_44_length_131928_cov_29.496591|genomad|cmc|CMC024.B	NODE_44_length_131928_cov_29.496591|genomad|cmc|CMC024.B
phage_comp_414_cycle_1|phables|anc_calc|ERS6955144	phage_comp_414_cycle_1|phables|anc_calc|ERS6955144,NODE_9_length_131892_cov_150.1|genomad|anc_calc|ERS6955144
NODE_20_length_129752_cov_720.772092|genomad|cmc|CMC009.A	NODE_20_length_129752_cov_720.772092|genomad|cmc|CMC009.A
NODE_22_length_129434_cov_122.1|genomad|anc_calc|SRS473746	NODE_22_length_129434_cov_122.1|genomad|anc_calc|SRS473746
NODE_24_length_128891_cov_129.9|genomad|anc_calc|SRS473746	NODE_24_length_128891_cov_129.9|genomad|anc_calc|SRS473746
NODE_47_length_128803_cov_29.481014|genomad|cmc|CMC034.B	NODE_47_length_128803_cov_29.481014|genomad|cmc|CMC034.B,NODE_1278_length_26243_cov_36.826225|genomad|cmc|CMC035.B,NODE_1494_length_21987_cov_13.161616|genomad|cmc|CMC030.B,NODE_1178_length_25740_cov_25.103534|genomad|cmc|CMC033.B,NODE_1376_length_22420_cov_48.966253|genomad|cmc|CMC012.B,NODE_1864_length_19037_cov_6.616772|genomad|cmc|CMC027.B,phage_comp_990_cycle_1|phables|cmc|CMC027.B,NODE_3115_length_16747_cov_7.831074|genomad|cmc|CMC016.B
NODE_25_length_128627_cov_569.3|genomad|anc_calc|SRS473746	NODE_25_length_128627_cov_569.3|genomad|anc_calc|SRS473746
NODE_4_length_128476_cov_160.8|genomad|anc_calc|ERS6955168	NODE_4_length_128476_cov_160.8|genomad|anc_calc|ERS6955168
NODE_5_length_128341_cov_57.8|genomad|anc_calc|ERSX0004008	NODE_5_length_128341_cov_57.8|genomad|anc_calc|ERSX0004008
NODE_21_length_128070_cov_236.443665|genomad|cmc|CMC009.A	NODE_21_length_128070_cov_236.443665|genomad|cmc|CMC009.A
NODE_49_length_126230_cov_20.478300|genomad|cmc|CMC028.B	NODE_49_length_126230_cov_20.478300|genomad|cmc|CMC028.B
NODE_39_length_125802_cov_107.156930|genomad|cmc|CMC042.B	NODE_39_length_125802_cov_107.156930|genomad|cmc|CMC042.B
phage_comp_445_cycle_1|phables|cmc|CMC038.B	phage_comp_445_cycle_1|phables|cmc|CMC038.B,NODE_63_length_124432_cov_83.046054|genomad|cmc|CMC038.B,NODE_59_length_124430_cov_81.791706|genomad|cmc|CMC038.A,phage_comp_237_cycle_1|phables|cmc|CMC038.A
NODE_52_length_124136_cov_323.178230|genomad|cmc|CMC032.B	NODE_52_length_124136_cov_323.178230|genomad|cmc|CMC032.B
NODE_25_length_123667_cov_11.156615|genomad|cmc|CMC009.A	NODE_25_length_123667_cov_11.156615|genomad|cmc|CMC009.A
NODE_40_length_123352_cov_23.715313|genomad|mod_calc|ERS3774490	NODE_40_length_123352_cov_23.715313|genomad|mod_calc|ERS3774490
NODE_5_length_123334_cov_143.6|genomad|anc_calc|ERS2985775	NODE_5_length_123334_cov_143.6|genomad|anc_calc|ERS2985775
NODE_52_length_123216_cov_189.313443|genomad|cmc|CMC028.B	NODE_52_length_123216_cov_189.313443|genomad|cmc|CMC028.B
NODE_81_length_121474_cov_13.525746|genomad|cmc|CMC018.B	NODE_81_length_121474_cov_13.525746|genomad|cmc|CMC018.B
NODE_44_length_121102_cov_32.977872|genomad|cmc|CMC012.B	NODE_44_length_121102_cov_32.977872|genomad|cmc|CMC012.B
NODE_51_length_120804_cov_8.658800|genomad|cmc|CMC006.B	NODE_51_length_120804_cov_8.658800|genomad|cmc|CMC006.B
NODE_4_length_118752_cov_297.3|genomad|anc_calc|ERS6955143	NODE_4_length_118752_cov_297.3|genomad|anc_calc|ERS6955143
NODE_29_length_118701_cov_74.129333|genomad|cmc|CMC020.B	NODE_29_length_118701_cov_74.129333|genomad|cmc|CMC020.B
NODE_30_length_118474_cov_40.880411|genomad|cmc|CMC010.B	NODE_30_length_118474_cov_40.880411|genomad|cmc|CMC010.B,NODE_39_length_106496_cov_34.530995|genomad|cmc|CMC020.B,NODE_380_length_45168_cov_54.374820|genomad|cmc|CMC034.B
NODE_38_length_117771_cov_14.519185|genomad|cmc|CMC025.B	NODE_38_length_117771_cov_14.519185|genomad|cmc|CMC025.B
NODE_60_length_116528_cov_89.216735|genomad|cmc|CMC028.B	NODE_60_length_116528_cov_89.216735|genomad|cmc|CMC028.B
NODE_32_length_115257_cov_19.917494|genomad|cmc|CMC004.B	NODE_32_length_115257_cov_19.917494|genomad|cmc|CMC004.B
NODE_80_length_114747_cov_519.097358|genomad|cmc|CMC038.B	NODE_80_length_114747_cov_519.097358|genomad|cmc|CMC038.B,NODE_7155_length_8119_cov_16.153071|genomad|cmc|CMC038.A
NODE_30_length_113884_cov_49.733197|genomad|cmc|CMC009.A	NODE_30_length_113884_cov_49.733197|genomad|cmc|CMC009.A
NODE_66_length_113812_cov_15.888864|genomad|cmc|CMC040.B	NODE_66_length_113812_cov_15.888864|genomad|cmc|CMC040.B
phage_comp_100_cycle_1|phables|cmc|CMC029.B	phage_comp_100_cycle_1|phables|cmc|CMC029.B,NODE_22_length_113357_cov_17.577763|genomad|cmc|CMC029.B
NODE_58_length_111947_cov_37.820908|genomad|cmc|CMC034.B	NODE_58_length_111947_cov_37.820908|genomad|cmc|CMC034.B
NODE_115_length_110519_cov_42.313694|genomad|cmc|CMC016.B	NODE_115_length_110519_cov_42.313694|genomad|cmc|CMC016.B,phage_comp_237_cycle_1|phables|cmc|CMC016.B
NODE_8_length_110155_cov_46.7|genomad|anc_calc|ERS2985767	NODE_8_length_110155_cov_46.7|genomad|anc_calc|ERS2985767
NODE_54_length_109749_cov_34.644011|genomad|cmc|CMC012.B	NODE_54_length_109749_cov_34.644011|genomad|cmc|CMC012.B
NODE_57_length_108781_cov_36.316897|genomad|cmc|CMC036.B	NODE_57_length_108781_cov_36.316897|genomad|cmc|CMC036.B
NODE_51_length_108608_cov_68.821258|genomad|cmc|CMC042.B	NODE_51_length_108608_cov_68.821258|genomad|cmc|CMC042.B
NODE_37_length_106931_cov_15.360192|genomad|cmc|CMC010.B	NODE_37_length_106931_cov_15.360192|genomad|cmc|CMC010.B
phage_comp_4_cycle_1|phables|anc_calc|SRS4625237	phage_comp_4_cycle_1|phables|anc_calc|SRS4625237,NODE_15_length_103143_cov_242.0|genomad|anc_calc|SRS4625245,phage_comp_82_cycle_1|phables|anc_calc|SRS4625245
NODE_34_length_105421_cov_726.702115|genomad|mod_calc|ERS3395773	NODE_34_length_105421_cov_726.702115|genomad|mod_calc|ERS3395773
NODE_114_length_104590_cov_64.368270|genomad|cmc|CMC035.B	NODE_114_length_104590_cov_64.368270|genomad|cmc|CMC035.B
phage_comp_1130_cycle_1|phables|cmc|CMC018.B	phage_comp_1130_cycle_1|phables|cmc|CMC018.B,NODE_139_length_103915_cov_10.820779|genomad|cmc|CMC018.B
NODE_58_length_102712_cov_172.376986|genomad|cmc|CMC042.B	NODE_58_length_102712_cov_172.376986|genomad|cmc|CMC042.B
NODE_31_length_102140_cov_14.226096|genomad|cmc|CMC005.B	NODE_31_length_102140_cov_14.226096|genomad|cmc|CMC005.B
phage_comp_245_cycle_1|phables|anc_calc|SRS3078181	phage_comp_245_cycle_1|phables|anc_calc|SRS3078181
NODE_25_length_99896_cov_70.7|genomad|anc_calc|ERS3774464	NODE_25_length_99896_cov_70.7|genomad|anc_calc|ERS3774464
NODE_47_length_99734_cov_35.032030|genomad|cmc|CMC020.B	NODE_47_length_99734_cov_35.032030|genomad|cmc|CMC020.B
NODE_38_length_98767_cov_32.856885|genomad|cmc|CMC027.B	NODE_38_length_98767_cov_32.856885|genomad|cmc|CMC027.B
NODE_44_length_98686_cov_137.5|genomad|anc_calc|SRS473746	NODE_44_length_98686_cov_137.5|genomad|anc_calc|SRS473746
NODE_81_length_98271_cov_31.660886|genomad|cmc|CMC032.B	NODE_81_length_98271_cov_31.660886|genomad|cmc|CMC032.B,phage_comp_66_cycle_1|phables|cmc|CMC032.B
NODE_87_length_98185_cov_437.676469|genomad|cmc|CMC028.B	NODE_87_length_98185_cov_437.676469|genomad|cmc|CMC028.B
NODE_63_length_98005_cov_286.645668|genomad|cmc|CMC030.B	NODE_63_length_98005_cov_286.645668|genomad|cmc|CMC030.B
NODE_58_length_97794_cov_12.822262|genomad|cmc|CMC004.B	NODE_58_length_97794_cov_12.822262|genomad|cmc|CMC004.B
NODE_1_length_97792_cov_129.9|genomad|anc_calc|ERSX0004005	NODE_1_length_97792_cov_129.9|genomad|anc_calc|ERSX0004005
NODE_41_length_97338_cov_34.421495|genomad|cmc|CMC009.B	NODE_41_length_97338_cov_34.421495|genomad|cmc|CMC009.B,NODE_49_length_97281_cov_11.661166|genomad|cmc|CMC009.A,NODE_36_length_96874_cov_41.512630|genomad|cmc|CMC005.B,NODE_67_length_96958_cov_108.826798|genomad|cmc|CMC043.B,NODE_13_length_96949_cov_1224.813713|genomad|cmc|CMC002.B
NODE_76_length_96667_cov_143.279159|genomad|cmc|CMC033.B	NODE_76_length_96667_cov_143.279159|genomad|cmc|CMC033.B
NODE_48_length_95931_cov_116.7|genomad|anc_calc|ERSX0002001	NODE_48_length_95931_cov_116.7|genomad|anc_calc|ERSX0002001
NODE_52_length_94790_cov_10.456864|genomad|cmc|CMC013.B	NODE_52_length_94790_cov_10.456864|genomad|cmc|CMC013.B
NODE_44_length_94749_cov_52.740356|genomad|cmc|CMC009.B	NODE_44_length_94749_cov_52.740356|genomad|cmc|CMC009.B,NODE_245_length_47336_cov_8.977105|genomad|cmc|CMC010.B,phage_comp_457_cycle_1|phables|cmc|CMC010.B
NODE_160_length_93969_cov_28.108284|genomad|cmc|CMC016.B	NODE_160_length_93969_cov_28.108284|genomad|cmc|CMC016.B,NODE_582_length_34939_cov_9.709397|genomad|cmc|CMC027.B
NODE_2_length_92786_cov_78.9|genomad|anc_calc|ERS6256728	NODE_2_length_92786_cov_78.9|genomad|anc_calc|ERS6256728
NODE_160_length_92166_cov_14.040428|genomad|cmc|CMC022.B	NODE_160_length_92166_cov_14.040428|genomad|cmc|CMC022.B
NODE_16_length_91647_cov_84.9|genomad|anc_calc|ERSX0003002	NODE_16_length_91647_cov_84.9|genomad|anc_calc|ERSX0003002
NODE_68_length_91146_cov_7.765200|genomad|cmc|CMC037.B	NODE_68_length_91146_cov_7.765200|genomad|cmc|CMC037.B
NODE_190_length_90676_cov_20.790682|genomad|cmc|CMC018.B	NODE_190_length_90676_cov_20.790682|genomad|cmc|CMC018.B
NODE_49_length_90518_cov_10.922358|genomad|cmc|CMC001.B	NODE_49_length_90518_cov_10.922358|genomad|cmc|CMC001.B
NODE_51_length_90459_cov_331.1|genomad|anc_calc|SRS473746	NODE_51_length_90459_cov_331.1|genomad|anc_calc|SRS473746
NODE_52_length_90158_cov_237.9|genomad|anc_calc|SRS473746	NODE_52_length_90158_cov_237.9|genomad|anc_calc|SRS473746,NODE_13_length_78430_cov_55.2|genomad|anc_calc|ERS2985767,NODE_1_length_89191_cov_51.9|genomad|anc_calc|ERS11702788
phage_comp_299_cycle_1|phables|anc_calc|SRS3078181	phage_comp_299_cycle_1|phables|anc_calc|SRS3078181,NODE_19_length_89258_cov_49.2|genomad|anc_calc|SRS3078181
phage_comp_32_cycle_1|phables|anc_calc|ERS4545910	phage_comp_32_cycle_1|phables|anc_calc|ERS4545910,NODE_5_length_89103_cov_62.3|genomad|anc_calc|ERS4545910
NODE_88_length_89087_cov_30.430356|genomad|cmc|CMC033.B	NODE_88_length_89087_cov_30.430356|genomad|cmc|CMC033.B
NODE_57_length_88233_cov_46.904840|genomad|mod_calc|ERS3395764	NODE_57_length_88233_cov_46.904840|genomad|mod_calc|ERS3395764,NODE_45_length_88233_cov_17.008664|genomad|mod_calc|ERS3395765
NODE_58_length_87876_cov_56.5|genomad|anc_calc|ERSX0002001	NODE_58_length_87876_cov_56.5|genomad|anc_calc|ERSX0002001
NODE_177_length_87413_cov_14.869424|genomad|cmc|CMC016.B	NODE_177_length_87413_cov_14.869424|genomad|cmc|CMC016.B
NODE_98_length_86706_cov_101.942560|genomad|cmc|CMC033.B	NODE_98_length_86706_cov_101.942560|genomad|cmc|CMC033.B
NODE_1_length_86459_cov_64.4|genomad|anc_calc|SRS3078198	NODE_1_length_86459_cov_64.4|genomad|anc_calc|SRS3078198
NODE_50_length_86015_cov_87.1|genomad|anc_calc|ERS6955135	NODE_50_length_86015_cov_87.1|genomad|anc_calc|ERS6955135
