project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_host	sample_age	sample_age_doi	community_type	material	archive	archive_sample_accession	archive_project	library_name	strand_type	library_treatment	instrument_model	library_layout	library_strategy	read_count	archive_data_accession	download_links	download_md5s
Weyrich2017	2017	10.1038/nature21674	Near Cape Town			South Africa	AfrSF2	Homo sapiens	3800	10.1038/nature21674	oral	dental calculus	SRA	SRS7890484	PRJNA685265	13210_AfrSF4	double	none	Illumina HiSeq 2500	PAIRED	WGS	11516626.0	SRR13263138	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/038/SRR13263138/SRR13263138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/038/SRR13263138/SRR13263138_2.fastq.gz	56db57005ac29a48795e1141b0ba02df;7ba3feb0980469de96d849bd5e6a010f
Weyrich2017	2017	10.1038/nature21674	Stuttgart-Mühlhausen I	48.839	9.227	Germany	EuroLBK2	Homo sapiens	7400	10.1038/nature21674	oral	dental calculus	SRA	SRS7890485	PRJNA685265	12829_Euro_LBKS2	double	none	Illumina HiSeq 2500	PAIRED	WGS	204481.0	SRR13263135	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/035/SRR13263135/SRR13263135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/035/SRR13263135/SRR13263135_2.fastq.gz	cc48f1bcc5f7a705a7a407f7d4f327a5;f482d8be42d7b475ecff1b222d5bd0d1
Weyrich2017	2017	10.1038/nature21674	Near Cape Town			South Africa	AfrPP2	Homo sapiens	600	10.1038/nature21674	oral	dental calculus	SRA	SRS7890486	PRJNA685265	13204_AfrPP2	double	none	Illumina HiSeq 2500	PAIRED	WGS	8495412.0	SRR13263136	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/036/SRR13263136/SRR13263136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/036/SRR13263136/SRR13263136_2.fastq.gz	ce5b7c28278bb710c2325edecbbbc48d;e447b9e47d971c4175d4f35b1e5f66a4
Weyrich2017	2017	10.1038/nature21674	Spy Cave	50.48	4.674	Belgium	Spy2	Homo sapiens neanderthalensis	36000	10.1038/nature21674	oral	dental calculus	SRA	SRS7890487	PRJNA685265	Spy2_14017	double	none	Illumina HiSeq 2500	PAIRED	WGS	6126530.0	SRR13263131	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/031/SRR13263131/SRR13263131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/031/SRR13263131/SRR13263131_2.fastq.gz	728bb959bfe0027846e96156fbd428c2;5b4d175630c9380124cee638c59faf4a
Weyrich2017	2017	10.1038/nature21674	Stuttgart-Mühlhausen I	48.839	9.227	Germany	EuroLBK1	Homo sapiens	7400	10.1038/nature21674	oral	dental calculus	SRA	SRS7890488	PRJNA685265	12826_Euro_LBKS1	double	none	Illumina HiSeq 2500	PAIRED	WGS	171540.0	SRR13263134	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/034/SRR13263134/SRR13263134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/034/SRR13263134/SRR13263134_2.fastq.gz	d12d554e9d787d94cb001cba2e391c69;246c1ddb35dfc52911a736c59142ef89
Weyrich2017	2017	10.1038/nature21674	Dudka	53.96	21.86	Poland	EuroHG2	Homo sapiens	7600	10.1038/nature21674	oral	dental calculus	SRA	SRS7890489	PRJNA685265	12017_Euro_HG2	double	none	Illumina HiSeq 2500	PAIRED	WGS	136233.0	SRR13263132	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/032/SRR13263132/SRR13263132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/032/SRR13263132/SRR13263132_2.fastq.gz	1ae1174de8cac94ce506b7e63fb802ab;e4a964f836d5b18b9fa09594c4de2ab2
Weyrich2017	2017	10.1038/nature21674	Stuttgart-Mühlhausen I	48.839	9.227	Germany	EuroLBK3	Homo sapiens	7400	10.1038/nature21674	oral	dental calculus	SRA	SRS7890490	PRJNA685265	12824_Euro_LBKS3	double	none	Illumina HiSeq 2500	PAIRED	WGS	53145.0	SRR13263133	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/033/SRR13263133/SRR13263133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/033/SRR13263133/SRR13263133_2.fastq.gz	474a0278fbb6ac8e4f48e7221e2841a1;06d830a7579343d7fe8e783e3c9e6b39
Weyrich2017	2017	10.1038/nature21674	Spy Cave	50.48	4.674	Belgium	Spy1	Homo sapiens neanderthalensis	35800	10.1038/nature21674	oral	dental calculus	SRA	SRS7890491	PRJNA685265	Spy1_12055	double	none	Illumina HiSeq 2500	PAIRED	WGS	18367108.0	SRR13263130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/030/SRR13263130/SRR13263130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/030/SRR13263130/SRR13263130_2.fastq.gz	9874ef821f3a3c7b793d9fff061e2c5c;21b81b6c4d609a7d0c644a1faa262f0b
Weyrich2017	2017	10.1038/nature21674	Jewbury	53.962	-1.075	United Kingdom	UrbWar2	Homo sapiens	800	10.1038/nature21674	oral	dental calculus	SRA	SRS7890492	PRJNA685265	JewburyMedieval_8824	double	none	Illumina HiSeq 2500	PAIRED	WGS	101309.0	SRR13263127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/027/SRR13263127/SRR13263127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/027/SRR13263127/SRR13263127_2.fastq.gz	11bbb0527aaeeab23332b56ac09670b2;7f497ce4d8cfad92ace696886e8ab997
Weyrich2017	2017	10.1038/nature21674	Dudka	53.96	21.86	Poland	EuroHG1	Homo sapiens	7600	10.1038/nature21674	oral	dental calculus	SRA	SRS7890494	PRJNA685265	12014_Euro_HG1	double	none	Illumina HiSeq 2500	PAIRED	WGS	249435.0	SRR13263128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/028/SRR13263128/SRR13263128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/028/SRR13263128/SRR13263128_2.fastq.gz	78fa2514bae5f1319c1e9444a0d7d1fb;482d6ce9845b7393c9befdf0cfa1bce0
Weyrich2017	2017	10.1038/nature21674	Jewbury	53.962	-1.075	United Kingdom	UrbMed1	Homo sapiens	800	10.1038/nature21674	oral	dental calculus	SRA	SRS7890495	PRJNA685265	JewburyMedieval_8812	double	none	Illumina HiSeq 2500	PAIRED	WGS	84741.0	SRR13263126	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/026/SRR13263126/SRR13263126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/026/SRR13263126/SRR13263126_2.fastq.gz	c967d75ccab6454a13d0926e59dbb319;4b351a8901c4022b0c5d307c1528a0e2
Weyrich2017	2017	10.1038/nature21674	El Sidrón Cave	43.386	-5.329	Spain	ElSidron2	Homo sapiens neanderthalensis	49000	10.1038/nature21674	oral	dental calculus	SRA	SRS7890496	PRJNA685265	ElSidron2_12057	double	none	Illumina HiSeq 2500	PAIRED	WGS	51079301.0	SRR13263124	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/024/SRR13263124/SRR13263124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/024/SRR13263124/SRR13263124_2.fastq.gz	9cbcc5003e20e0f586e1ebc9b650f0a9;da822f56257a7b41c7dc9ccffee41004
Weyrich2017	2017	10.1038/nature21674	El Sidrón Cave	43.386	-5.328	Spain	ElSidron1	Homo sapiens neanderthalensis	49000	10.1038/nature21674	oral	dental calculus	SRA	SRS7890498	PRJNA685265	ElSidron1_12056	double	none	Illumina HiSeq 2500	PAIRED	WGS	53186534.0	SRR13263123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/023/SRR13263123/SRR13263123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/023/SRR13263123/SRR13263123_2.fastq.gz	e70fb68658e6e66a60ae4d289666bc03;15a9cbc5c9a1234978c220df8e91c4e7
Weyrich2017	2017	10.1038/nature21674	Gola Forest	7.657	-10.841	Sierra Leone	Chimp	Pan troglodytes	100	10.1038/nature21674	oral	dental calculus	SRA	SRS7890499	PRJNA685265	Chimp_12873	double	none	Illumina HiSeq 2500	PAIRED	WGS	18612536.0	SRR13263122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/022/SRR13263122/SRR13263122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/022/SRR13263122/SRR13263122_2.fastq.gz	d46a4d361a4807525368033e346d6b4b;9031a68f2e9d0050cebe0c04d2cca495
Weyrich2017	2017	10.1038/nature21674	Hettstedt Gymnasium	51.646	11.512	Germany	IndRev1	Homo sapiens	200	10.1038/nature21674	oral	dental calculus	SRA	SRS7890501	PRJNA685265	13232_Euro_IndRev2	double	none	Illumina HiSeq 2500	PAIRED	WGS	185781.0	SRR13263119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/019/SRR13263119/SRR13263119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/019/SRR13263119/SRR13263119_2.fastq.gz	248941e1d3936763317f75999ef84f62;3e3d5b475cf9d50781dac71b8b486986
Weyrich2017	2017	10.1038/nature21674	Hettstedt Gymnasium	51.646	11.512	Germany	IndRev2	Homo sapiens	200	10.1038/nature21674	oral	dental calculus	SRA	SRS7890502	PRJNA685265	13234_Euro_IndRev3	double	none	Illumina HiSeq 2500	PAIRED	WGS	13547243.0	SRR13263120	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/020/SRR13263120/SRR13263120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/020/SRR13263120/SRR13263120_2.fastq.gz	4883d5f315fd9c2737abfda4a1a0ef11;f94a2c5e012882935b4afca38e8fbee0
Weyrich2017	2017	10.1038/nature21674	Al Khiday	15.441	32.381	Sudan	Sudan2	Homo sapiens	5000	10.1038/nature21674	oral	dental calculus	SRA	SRS7890503	PRJNA685265	11106_AfrSudan2	double	none	Illumina HiSeq 2500	PAIRED	WGS	11755551.0	SRR13263117	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/017/SRR13263117/SRR13263117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/017/SRR13263117/SRR13263117_2.fastq.gz	59ce03e6cc3da97ae0632b28165b8725;bd7a4144a622d3dd5c5f11e5f4b297df
Weyrich2017	2017	10.1038/nature21674	Near Cape Town			South Africa	AfrPP1	Homo sapiens	600	10.1038/nature21674	oral	dental calculus	SRA	SRS7890504	PRJNA685265	13213_AfrPP1	double	none	Illumina HiSeq 2500	PAIRED	WGS	7715048.0	SRR13263118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/018/SRR13263118/SRR13263118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/018/SRR13263118/SRR13263118_2.fastq.gz	566968675e9540cd6a183bc39b1b4fe7;bb98f0027afdc470d28d356b5cd75ae8
Weyrich2017	2017	10.1038/nature21674	Al Khiday	15.441	32.381	Sudan	Sudan1	Homo sapiens	5000	10.1038/nature21674	oral	dental calculus	SRA	SRS7890505	PRJNA685265	11105_AfrSudan1	double	none	Illumina HiSeq 2500	PAIRED	WGS	12036888.0	SRR13263116	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/016/SRR13263116/SRR13263116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/016/SRR13263116/SRR13263116_2.fastq.gz	be49abcb2355e9c53ad450a8710876bc;3b008f806a85dc2f14b33ee27601a189
Eerkens2018	2018	10.1016/j.ijpp.2018.05.001	CA-SCL-919, Santa Clara County	37.3	-121.8	USA	RN4-Calculus	Homo sapiens	400	10.1016/j.ijpp.2018.05.001	oral	dental calculus	SRA	SRS2006287	PRJNA377320	RN4	double	none	Illumina MiSeq	PAIRED	WGS	7357756.0	SRR5297130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/000/SRR5297130/SRR5297130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/000/SRR5297130/SRR5297130_2.fastq.gz	d188d5e22dbb0bf8275e67dd3db091da;60f13d4c136d75b5db61ef20a1173984
Eerkens2018	2018	10.1016/j.ijpp.2018.05.001	CA-SCL-919, Santa Clara County	37.3	-121.8	USA	RN2-Calculus	Homo sapiens	400	10.1016/j.ijpp.2018.05.001	oral	dental calculus	SRA	SRS2006288	PRJNA377320	RN2	double	none	Illumina MiSeq	PAIRED	WGS	2772477.0	SRR5297132	ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/002/SRR5297132/SRR5297132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/002/SRR5297132/SRR5297132_2.fastq.gz	b3dc16206e16a1f2b6b8e5ff91454a96;fc733a9c0c8b2b4ffc1f5fcedc171501
Eerkens2018	2018	10.1016/j.ijpp.2018.05.001	CA-SCL-919, Santa Clara County	37.3	-121.8	USA	RN1-Calculus	Homo sapiens	500	10.1016/j.ijpp.2018.05.001	oral	dental calculus	SRA	SRS2006289	PRJNA377320	RN1	double	none	Illumina MiSeq	PAIRED	WGS	3454059.0	SRR5297133	ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/003/SRR5297133/SRR5297133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/003/SRR5297133/SRR5297133_2.fastq.gz	faf9d424ab78778cfbbc3784dd0c3685;b411f36519e84de2379d1bb3ab331f1e
Eerkens2018	2018	10.1016/j.ijpp.2018.05.001	CA-SCL-919, Santa Clara County	37.3	-121.8	USA	RN3-Calculus	Homo sapiens	400	10.1016/j.ijpp.2018.05.001	oral	dental calculus	SRA	SRS2006290	PRJNA377320	RN3	double	none	Illumina MiSeq	PAIRED	WGS	2359209.0	SRR5297131	ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/001/SRR5297131/SRR5297131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/001/SRR5297131/SRR5297131_2.fastq.gz	d1654fb62301070d55eea914d2844cdf;e0517eef59c9da0cc9e25f09a4b93578
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT29	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078085	PRJNA445215	AO79_PE	double	none	NextSeq 500	PAIRED	WGS	13032739.0	SRR6877403	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877403/SRR6877403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877403/SRR6877403_2.fastq.gz	15718543b80e06af8cb77f7b9c556d84;13cbb9c50d7b3b7b059b667b598106d7
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT29	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078086	PRJNA445215	AO24_PE	double	none	NextSeq 500	PAIRED	WGS	13404552.0	SRR6877402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877402/SRR6877402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/002/SRR6877402/SRR6877402_2.fastq.gz	5238cd7d3e57ed79ac3d7e0904602e88;417e4e32fe0d9439bd907d18d1360431
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT29	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078087	PRJNA445215	AO79	double	none	NextSeq 500	SINGLE	WGS	6061552.0	SRR6877401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/001/SRR6877401/SRR6877401.fastq.gz	259b3cc9c83c36f85a5d6cfcd6642645
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT29	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078088	PRJNA445215	AO24	double	none	NextSeq 500	SINGLE	WGS	6729054.0	SRR6877400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877400/SRR6877400.fastq.gz	f6797c170ccc674c6ca03e4f0b38859f
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT28	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078089	PRJNA445215	AO78_PE	double	none	NextSeq 500	PAIRED	WGS	12535615.0	SRR6877399	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877399/SRR6877399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877399/SRR6877399_2.fastq.gz	4cabbf44fd2de49a8bdd93a7fa96396b;cdb002f0655aa4f8f4c1a27f5c2dd12b
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT28	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078090	PRJNA445215	AO33_PE	double	none	NextSeq 500	PAIRED	WGS	13181363.0	SRR6877398	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877398/SRR6877398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877398/SRR6877398_2.fastq.gz	097020ad3adb73b506daf2eb81becfad;b8b8e55d3b2bfecf583380dacb8a3a0a
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT28	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078091	PRJNA445215	AO78	double	none	NextSeq 500	SINGLE	WGS	5201864.0	SRR6877397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/007/SRR6877397/SRR6877397.fastq.gz	ec9d5ff45bbb3aac6e9a57be9390a00d
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT28	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078092	PRJNA445215	AO33	double	none	NextSeq 500	SINGLE	WGS	5387360.0	SRR6877396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877396/SRR6877396.fastq.gz	eef2546d51dbc8ac7feac76889c03780
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT27	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078093	PRJNA445215	AO77	double	none	NextSeq 500	SINGLE	WGS	4142968.0	SRR6877395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/005/SRR6877395/SRR6877395.fastq.gz	e2973b1bdb83878ae52f868afe9ac518
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT27	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078094	PRJNA445215	AO41	double	none	NextSeq 500	SINGLE	WGS	5703823.0	SRR6877394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/004/SRR6877394/SRR6877394.fastq.gz	460011154fbccdf60bddf9e11f662f14
Mann2018	2018	10.1038/s41598-018-28091-9	Middenbeemster	52.548	4.912	Netherlands	S454	Homo sapiens	300	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078095	PRJNA445215	S454_calc	double	none	Illumina HiSeq 2500	PAIRED	WGS	7453959.0	SRR6877393	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877393/SRR6877393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/003/SRR6877393/SRR6877393_2.fastq.gz	8717f976d376af696ff8571d9788c73b;38577b5dcfe89d6b3b86eba7dc9a8187
Mann2018	2018	10.1038/s41598-018-28091-9	Middenbeemster	52.548	4.912	Netherlands	S454	Homo sapiens	300	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078096	PRJNA445215	S454_root	double	none	Illumina HiSeq 2500	PAIRED	WGS	21623173.0	SRR6877391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/001/SRR6877391/SRR6877391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/001/SRR6877391/SRR6877391_2.fastq.gz	d323d1d06e1460a363eae34b0681615b;18fb786083628a2f07af7f686b296f04
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT09	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078097	PRJNA445215	AO59	double	none	NextSeq 500	SINGLE	WGS	4707428.0	SRR6877390	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/000/SRR6877390/SRR6877390.fastq.gz	7041df60ecff09557a9650d799b46373
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT08	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078098	PRJNA445215	AO10_PE	double	none	NextSeq 500	PAIRED	WGS	10207518.0	SRR6877389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877389/SRR6877389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/009/SRR6877389/SRR6877389_2.fastq.gz	6900cb6224d9c40ce1da858a20908c34;85dfa083d8828b86bc995682545cdade
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT08	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078099	PRJNA445215	AO58_PE	double	none	NextSeq 500	PAIRED	WGS	10485093.0	SRR6877388	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877388/SRR6877388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/008/SRR6877388/SRR6877388_2.fastq.gz	9329ad10983e472869ae1cb9800ee365;babda1b87e316d5242c06cc449a31e5c
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT08	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078100	PRJNA445215	AO10	double	none	NextSeq 500	SINGLE	WGS	4830306.0	SRR6877387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/007/SRR6877387/SRR6877387.fastq.gz	4e860a3387c04b453e898c3200b346e1
Mann2018	2018	10.1038/s41598-018-28091-9	Kilteasheen	54.005	-8.201	Ireland	KT10	Homo sapiens	1000	10.1038/s41598-018-28091-9	oral	dental calculus	SRA	SRS3078101	PRJNA445215	AO60	double	none	NextSeq 500	SINGLE	WGS	4859064.0	SRR6877386	ftp.sra.ebi.ac.uk/vol1/fastq/SRR687/006/SRR6877386/SRR6877386.fastq.gz	a6b93944d33b4492be1fdd736bb33634
